url_code,time_utc,type,caption,likes,comments
CygRUx0sn7N,2023-10-17 15:02:18,GraphSidecar,"Hours after the 6-year-old Palestinian American boy who was allegedly killed at the hands of a landlord was buried, family and friends retreated to a quiet diner to look back fondly on a once-promising life cut short.

Wadea Al-Fayoume was remembered evening as a happy child, full of life and spunk, who had grown close to the neighbor and landlord who stands accused of attacking him and his mother in a hate crime.

“He didn’t have any hate or anger, and he was always on a natural high,” said Mohamed Aly, a close friend of the family who first met the boy on the day he was born.

Read more at the link in bio. 

📷️ Kamil Krzaczynski / @gettyIimages",3082,210
CygHd63OXc0,2023-10-17 13:36:53,GraphVideo,"Survivors from the Supernova music festival in Israel describe the first moments of the Oct. 7 attack, and the panic and fear that ensued as Hamas militants began firing on them.",5953,1762
CyeIisxOgvF,2023-10-16 19:07:27,GraphVideo,"Health officials in Deir Al-Balah, Gaza, are using ice cream trucks to store the bodies of those killed because there is not enough space inside the Shuhada Al-Aqsa Hospital morgue.",7151,682
Cyd2taVNxFJ,2023-10-16 16:31:15,GraphSidecar,"Gazans in the Khan Younis neighborhood were dealing with the aftermath of the Israeli airstrikes early today.

As pipes ran dry in Gaza, residents were left with little water to use for drinking, cooking or cleaning.

""We gave each a 2 liter bottle and each one is managing his own bottle,"" Rahaf Abuzarifa, 21, who's living with 17 other people in the same house told @NBCNews.

Those 2 liters must last for three days, she said, as the taps in her household ceased to supply to water after Israel imposed a ""full siege.""

""For bathing, everyone has taken one bath since the war started,"" Abuzarifa said, adding that people were frequently changing clothes and using deodorant.

Read more at the link in bio.

📷️ Fatima Shbair / AP 
Ahmad Hasaballah/Getty Images",2497,493
CydwSduLZVk,2023-10-16 15:35:15,GraphVideo,NBC News' @joshjourno reports from Haifa in Israel where from a ship is bringing American citizens to Cyprus so they can fly back to the U.S.,3242,309
CydliGpt6pc,2023-10-16 14:01:09,GraphImage,"An Illinois man stabbed a 6-year-old boy to death and critically wounded his mother in an alleged anti-Muslim hate crime, the Will County Sheriff’s Office said Sunday, calling it a “senseless and cowardly act of violence.”

“Detectives were able to determine that both victims in this brutal attack were targeted by the suspect due to them being Muslim and the ongoing Middle Eastern conflict involving Hamas and the Israelis,” the sheriff’s office said.

Read more at the link in bio.",12974,1584
CybrNO-LmsF,2023-10-15 20:12:15,GraphSidecar,"Raised on her family’s farm in conservative rural Nebraska in the 1960s and ‘70s, Ashley Swartz took her cues about life from her surroundings: At home, the men worked the farm; at play, boys roughhoused and participated in sports; at church, there was good or there was evil.

Swartz identified more with girls – wanting to play the female roles when playing make-believe and wishing to be considered pretty rather than handsome.

Swartz, like many older transgender Americans, had hoped their younger counterparts would not be faced with the same challenges and despair. But now, watching growing political attacks and legislative efforts targeting trans people, they are fearful about what the future holds for the next generation, particularly those living in politically conservative states.

Read more at the link in bio.

📷️ @madelinecass for @NBCNews",3799,325
CybK7wqSfZs,2023-10-15 15:30:25,GraphVideo,"@rafsanchez.nbc shows some of the weapons Israel has recovered from Hamas fighters, including rocket-propelled grenades and thermobaric bombs.",12774,2146
CyavTAPO6qL,2023-10-15 11:29:14,GraphVideo,Pete Davidson address the ongoing Israel-Hamas war and humanitarian crisis during his opening monologue on “Saturday Night Live.”,39211,1080
CyZRYW7LppG,2023-10-14 21:48:06,GraphImage,"Israeli American Alec Burkin was days away from getting married when Hamas attacked.

Burkin and his fiancée then canceled their wedding, scrambled to get 50 of their guests out of the country and are now raising thousands of dollars for Israeli reservists sent to the front lines. 

“We have many friends that have been called up,” he said. “They have been taken away from their children, from their loved ones and called up in order to defend us. This is a way that I can play my small role.”

Read more at the link in bio.

📷️ Alec Burkin",13776,654
CyYwjK8L4EM,2023-10-14 17:01:14,GraphSidecar,"Lacretia Johnson Flash recently learned U.S. congressman Rep. Brett Guthrie is a direct descendant of the people who enslaved her ancestors.

Using a variety of sources, Reuters documented connections for two of Brett Guthrie’s ancestors — one who enslaved Lacretia’s great-great-grandfather, the other her great-great-grandmother.

Reporters then traced forward the two lineages — the white Guthries and the Black family known as the Craigs — to explore how the descendants of the enslavers and those they enslaved have fared since emancipation.

In some ways, the accomplishments of both the Craigs and the Guthries in the generations after slavery are remarkable. Both have given back, through philanthropy, public service and a commitment to education. Members of both families have talked about living the American Dream.

But the paths each traveled demonstrate the fundamentally different courses available to Black and white Americans.

Read more at the link in bio.

📷️ Kevin Wurm / Reuters file",3458,407
CyYnHCGu6Iv,2023-10-14 15:45:35,GraphVideo,22-year-old journalist Plestia Alaqad shares video diaries from her home in Gaza – from hearing distant airstrikes to evacuating as she watched her house burn.,12238,1311
CyYZPzot-um,2023-10-14 13:37:36,GraphSidecar,"Ali Hassan Jadallah, a Palestinian photojournalist, kissed his mother's hand as she was rescued from the rubble of a missile strike in Gaza City on Wednesday. His twin brothers Khaled and Salah, sister Dua, father Hassan and numerous other family members all died in the strike, he told @NBCNews.

Jadallah has covered years of war and tragedy in his native Gaza City, but this week told his own story of loss. He posted a video of himself while driving his father's lifeless body in the back of a car to bury him, alone.

A day before the strike that killed his father and siblings, he was pictured salvaging superhero costumes from the rubble of his own home after it was hit by an airstrike. His wife and young children survived the attack.

Follow live updates on the Israel-Hamas war at the link in our bio.

📷️ Mustafa Hassona / Anadolu via Getty Images",30082,2289
CyW2FexLGZO,2023-10-13 23:11:13,GraphVideo,"Salma Shurrab, a 22-year-old dental student living in Gaza City, prepares to leave her home after Israel warned more than 1 million northern Gazans to head south within 24 hours.",11391,1270
CyWxge1rah9,2023-10-13 22:31:06,GraphImage,"Israel’s air force is getting more U.S.-made bombs to help it destroy the labyrinth of tunnels used by Hamas militants in Gaza to conceal weapons, fighters and hostages.

For more than a decade, the tunnels in Gaza have proved a crucial tool in the Hamas arsenal, enabling the militants to frustrate the powerful Israeli military and live to fight another day.

Tunnels dug in Gaza were originally used for smuggling goods in and out of Egypt to circumvent an Israeli blockade. But Palestinian militants built up the tunnels to move rockets and rocket launchers, shield militants from detection by Israeli satellites and aircraft and to stage attacks into Israeli territory.

Read more at the link in bio.

📷️ Mohammed Abed / AFP via Getty Images",2501,446
CyWqwRmLFaH,2023-10-13 21:32:05,GraphImage,"Documents exclusively obtained by @NBCNews show that Hamas created detailed plans to target elementary schools and a youth center in the Israeli kibbutz of Kfar Sa'ad, to ""kill as many people as possible,"" seize hostages and quickly move them into the Gaza Strip.

The documents were found on the bodies of Hamas terrorists by Israeli first responders and shared with @NBCNews. The documents include detailed maps and show that Hamas intended to kill or take hostage civilians and school children.

""The dental office, the supermarket, the dining hall,"" an Israel Defense Forces source said. ""The level of specificity would cause anyone in the intelligence field's jaw to drop.""

Read more at the link in bio.",6725,1291
CyWnNMcLK4K,2023-10-13 21:01:05,GraphImage,"As fears grew about an imminent Israeli ground invasion, Gaza residents scrambled to gather what they could and leave. 

“We’re just going, if you have a car just run. No one knows where we’re going, but we’re all evacuating,” one 22-year-old said.

Some are leaving in beaten-up cars crammed with their belongings, by foot and, in one case, an entire family packed in a horse-drawn carriage, videos show.

Read more at the link in bio.

🖌️ @nbcnewsgraphics",3002,473
CyWhUfArOWW,2023-10-13 20:09:39,GraphSidecar,"Gaza City residents were ordered to evacuate ahead of the IDF's ground offensive and are fleeing with their belongings — many by car, others on foot and some by horse-drawn wagon.

""I don’t know where I can go now,"" Gaza resident Mazen Saidam said. ""Egypt or Jordan or Syria or Lebanon? You can't go to any place now. [There's] no transportation.”

Get live updates at the link in our bio.

📷️ Said Khatib / @afpphoto via @gettyimages
Hatem Moussa / AP
Hatem Ali / AP
Mohamed Zaanoun / Redux",5437,839
CyWeg-ILxO_,2023-10-13 19:45:16,GraphVideo,"The Scottish First Minister's mother-in-law, Elizabeth El-Nakla, describes what Gaza is like after Israel's order for more than 1 million people to evacuate from the northern part of the territory.",18141,1674
CyWZe-KL9Du,2023-10-13 19:01:16,GraphVideo,Eyewitness video shows destroyed buildings in the aftermath of an airstrike inside Gaza.,9292,985
CyWQygYL7Lr,2023-10-13 17:45:13,GraphSidecar,"A longtime nurse and mother of four, Adrienne Neta, 66, moved to Israel in 1981 and devoted her life to helping and caring for others as a nurse in the Regional Hospital in the Negev desert, her son Nahar Neta said.

He thought his mother would find a way to stay alive through the war.

“She’s a tough lady,"" he said. ""She’s been through a lot in her life. You know, coming from being a young California hippie and coming to the Negev in the early '80s was not an easy, not an easy move.”

His family has confirmed her death.

Nearly a week after Hamas terrorists attacked Israel, setting off a war as Israel retaliated with airstrikes over the Gaza Strip, the death toll continues to rise. Of the victims, 27 have been identified as U.S. citizens.

Read more at the link in bio.",2167,249
CyWIf2CtIMP,2023-10-13 16:32:52,GraphVideo,"Israel has warned the entire population of northern Gaza to evacuate south, leaving more than 1 million people to decide whether to abandon their homes.",12674,1303
CyV4a-eOTNh,2023-10-13 14:30:59,GraphVideo,"Abandoned cars, drinks and belongings strewn around the desert are all that remain at the site of the Israeli music festival that Hamas attacked.",2248,403
CyV3JtQtXVF,2023-10-13 14:01:11,GraphSidecar,"After reports spread that injured Hamas militants had been admitted to public hospitals to be treated alongside injured Israeli civilians, video emerged of dozens of angry people gathering at the entrance of one hospital in the country's south. The incident, based on unverified rumors, spread widely across social media in a reflection of a broader national discussion.

At a hospital in the Israeli city of Tel Aviv, there were mixed feelings among patients and medical workers who spoke to @NBCNews on Thursday — the sixth day of war between the country and Hamas.

""Among staff, it's a very heated subject,"" said Dr. Jacob Ablin, head of internal medicine at the Tel Aviv Sourasky Medical Center. ""For some people, emotions are going, running very high and a lot of people would feel very angry and not want to treat terrorists,"" he added.

Read more at the link in bio.",2896,220
CyU8upjNNFs,2023-10-13 05:30:41,GraphImage,"Israel's military has informed the U.N. that the entire population of northern Gaza — 1.1 million people — should evacuate within 24 hours, a U.N. official says.",15108,2055
CyT-uyDO6h5,2023-10-12 20:29:25,GraphVideo,Sec. Blinken explains how the U.S. is planning to facilitate the travel of Americans out of Israel with so many carriers suspending operations.,1148,126
CyT7jaluUks,2023-10-12 20:01:20,GraphVideo,An Arizona father stripped down to a crop top and jean shorts at a school board meeting to protest a school dress code.,15491,1512
CyTxXZMOpOU,2023-10-12 18:32:19,GraphVideo,"Sec. Blinken describes some of the graphic images the Israeli government showed him from the Hamas attacks on Israel, calling it ""depravity in the worst imaginable way.""",5783,1113
CyToNPJLAEp,2023-10-12 17:12:07,GraphImage,"Sen. Bob Menendez was hit with new charges Thursday accusing him of accepting bribes to behalf of a foreign government and acting as foreign agent, according to a new indictment.

Menendez and his wife, Nadine, last month pleaded not guilty to corruption charges alleging that he and his wife used his influence to pocket hundreds of thousands of dollars in bribes.

Read more at the link in bio.",4069,341
CyTdJgjuvbV,2023-10-12 15:35:30,GraphSidecar,"Residents in Gaza under siege and confined by blockades say civilians, including children, are dying with no place to flee.

Schools have been flattened, walls blown off houses and entire families buried under tons of concrete. Residents are scrambling to rescue relatives from the rubble as smoke and dust from the relentless bombing make it difficult to breathe. 

“It’s all collateral damage. We are all civilians, normal doctors, nurses, teachers, students. We’re not Hamas,” Mohamed Mughisib, a Palestinian doctor and a deputy coordinator with Doctors Without Borders, said in a telephone interview from Gaza. 

“It’s the children who are dying.”

Read more at the link in bio.",40512,2945
CyRauvSuYLE,2023-10-11 20:35:50,GraphSidecar,"Some of her friends have lost family members, others have lost their homes and yesterday, Salma Shurrab, a 22-year-old dental student living in Gaza City said she was forced to evacuate her building.

Read more at the link in bio.",9552,1033
CyRCSp-tqNy,2023-10-11 17:02:29,GraphVideo,Families are carried into an ambulance following Israeli airstrikes in Gaza.,10423,1301
CyQ4Fuyrrr4,2023-10-11 15:33:18,GraphVideo,"Video shows a man’s wife, two daughters and mother-in-law being abducted in Nir Oz, Israel. His wife’s cell phone tracker later appeared inside Gaza.",3598,525
CyQuEE1LBQT,2023-10-11 14:05:35,GraphSidecar,"More than 260,000 people have now been displaced in Gaza, the United Nations said today, in the midst of a retaliatory airstrike campaign by Israel.

That figure represents about 10% of Gaza's estimated population of 2 million.

""This number is expected to rise further,"" the United Nations Office for the Coordination of Humanitarian Affairs said in its daily update.

At least 1,087 people in Gaza have been killed and 5,000 injured, according to the Gaza Health Ministry and the West Bank Health Ministry.

At least 1,200 Israelis — including more than 150 soldiers — have been killed and more than 2,700 injured, according to the Israel Defense Forces.

Follow live updates at the link in bio.

📷️ @gettyimages ; AP",17938,1613
CyO_0NOL6hH,2023-10-10 22:02:23,GraphVideo,"NBC News reporter @ellison.barber describes sheltering during rocket fire while she and her crew are reporting from Sderot, Israel.",4268,381
CyO55w9rGvA,2023-10-10 21:10:32,GraphSidecar,"Founded in 1987 during an uprising against Israel’s occupation of Gaza and the West Bank, Hamas was originally a branch of the Muslim Brotherhood, an Islamist political and social movement originating in Egypt. In recent years, Hamas has distanced itself from the Brotherhood.

Read more at the link in bio.",6279,1159
CyOzG_aLlJd,2023-10-10 20:11:11,GraphImage,"If Israel’s siege of Gaza gives way to a ground offensive and invasion, the more than 300,000 troops called into active duty will have to contend with a major obstacle in the hunt for Hamas: the Gaza Strip itself.

Though small in size compared to Israel and the West Bank, the Gaza Strip is densely packed, filled with urban areas and home to millions of people, including the Hamas fighters who know the area better.

Movement into and out of the Gaza Strip is heavily controlled as Israel and Egypt have enforced a near complete land, sea and air blockade of the region since 2007. At the same time, nearly 40% of its population is under the age of 15 and the region has one of the highest birth rates in the world.

This means Gaza’s population is increasing, as more and more children are being born into the same narrow space.

Read more at the link in bio.

🖌️ @nbcnewsgraphics",5272,386
CyOrVOULnuH,2023-10-10 19:03:19,GraphVideo,"President Biden says American citizens are among those being held hostage by Hamas. He didn't specify how many.

Follow live updates at the link in bio.",10817,1422
CyOlmMVOrcl,2023-10-10 18:13:04,GraphSidecar,"The Iron Dome is a short-range air defense system that is known for reliably intercepting missiles, including rockets fired by Hamas militants.

It was developed by a state-owned defense technology firm in the mid-2000s with financial backing from the U.S. It became fully operational in 2011.

The death toll in Israel has surpassed 1,000, the Israeli Embassy in Washington D.C. says.

At least 830 are dead in Gaza and the West Bank, according to the Palestinian Health Ministry.
 
Follow along with live updates at the link in bio.

📷 Eyad Baba / @afpphoto via @gettyimages",15132,354
CyOdXr5LO2W,2023-10-10 17:01:24,GraphVideo,"NBC News’ @oarichardengel reports from the doorway of a bunker in Ashkelon, Israel, as multiple barrages of rockets fly overhead before being intercepted by the Iron Dome’s defense system.",13607,493
CyMcC_orjOn,2023-10-09 22:11:17,GraphVideo,An Israeli man recalls seeing rockets from the Hamas attacks while outside of his house in Israel.,3488,465
CyMUm2Nr_Vr,2023-10-09 21:06:10,GraphImage,"Noa Beer had been anticipating the SuperNova X music and arts festival for months. But what was supposed to be a celebration turned into an attack by Hamas.

“They looked in my eyes and they saw terror,” she tells @NBCNews. 

In the midst of Hamas’ brutal terror attack Saturday that killed 260 festivalgoers, Beer fled by car. At one point, she was surrounded by gunmen opening fire.

“There were only two cars ahead of me and they crashed into each other,” she said. “I saw a motorcycle in the road and someone was lying on the ground.”

Read more at the link in bio.

📷️ Courtesy Noa Beer",8195,661
CyMNT0cNczn,2023-10-09 20:02:25,GraphSidecar,"As Israel orders a ""full siege"" of Gaza, Hamas threatens to kill one civilian hostage any time strikes hit Gazan homes “without warning.”

More than 1,000 people died after Hamas militants broke through the border fence that separates Israel from the blockaded Gaza Strip and began killing and kidnapping Israelis. 

At least 700 people were killed in Israel, according to the military, and more than 570 people in Gaza and the West Bank, the Palestinian Health Ministry said.

Around 100 people have been kidnapped.

Get live updates at the link in our bio. 

📷️ Mohammed Abed / @afpphoto via @gettyimages",3137,378
CyMMiJAx3m0,2023-10-09 19:57:20,GraphVideo,Retired Major General Noam Tibon of the IDF describes what it was like rushing to save his son and family in the heat of the Hamas invasion.,3914,302
CyMGx_wNv6C,2023-10-09 19:05:22,GraphSidecar,"More than 2,400 people were killed in earthquakes in Afghanistan, the Taliban administration said on Sunday, in some of the world’s deadliest tremors this year.

More than 200 dead have been brought to various hospitals, said a Herat health department official who identified himself as Dr. Danish, adding that most of them were women and children.

Read more at the link in bio.

📷️ Omid Haqjoo / AP
Ebrahim Noroozi / AP",7715,226
CyMCsW2OKpE,2023-10-09 18:30:05,GraphVideo,"NBC News’ @oarichardengel took cover from what appeared to be mortar fire and rockets while reporting in Sderot, Israel. He and his crew are safe.",27440,1118
CyL6DXorqQY,2023-10-09 17:14:08,GraphSidecar,"The Hamas attack that has killed hundreds was launched from one of the most densely populated and impoverished strips of land in the world.

The Gaza Strip refers to a narrow strip of land wedged between Israel and Egypt on the Mediterranean Sea that is roughly the size of Washington, D.C. It forms the smaller of the two Palestinian territories — the other being the West Bank. 

Read more at the link in bio.

📷️ Mahmud Hams / @afpphoto via @gettyimages
🖌️ @nbcnewsgraphics",15405,1148
CyJruzvLtsF,2023-10-08 20:30:47,GraphVideo,"The war between Israel and Hamas goes into its second day as the death toll rises.

The U.S. is planning to move U.S. Navy ships and military aircraft closer to Israel as a show of support, according to two U.S. officials.",16284,1120
CyJN6L7rGqc,2023-10-08 16:09:55,GraphSidecar,"After Prime Minister Benjamin Netanyahu declared “mighty vengeance” for Hamas’ surprise attack on Israel, fierce fighting continued between Israeli forces and Hamas militants.

As battles raged on the streets of southern Israel, the country launched retaliation strikes that leveled buildings in Gaza. 

Fears of broader violence were also fueled by an exchange of fire at Israel’s border with Lebanon and a deadly shooting of Israeli tourists in Egypt on Sunday.

Read more at the link in bio.

📷: Ahmad Salem / Getty Images
Said Khatib / Getty Images",9191,974
CyJNeZNLyrt,2023-10-08 16:06:56,GraphVideo,"Secretary of State Antony Blinken said Sunday on #MTP that the U.S. is “actively working” to verify reports that Americans may be among the dead in the Israel-Hamas conflict, as well as reports that there could be some U.S. hostages.⁠
⁠
Hamas fighters on Saturday launched an attack on Israel through the country’s south. The ongoing attack has killed hundreds, and Hamas fighters have taken a number of civilians and soldiers hostage.⁠
⁠
More at the link in bio.",4168,455
CyJLGDTrBdU,2023-10-08 15:46:14,GraphVideo,"Fighting raged into a second day after the Hamas launched an unprecedented attack on Israel, with battles ongoing in the country's south and retaliatory strikes leveling buildings Gaza.

@rafsanchez.nbc is on the ground with the latest.",8065,534
CyHk0jGuGLl,2023-10-08 00:53:08,GraphVideo,"Video appears to show Hamas militants pushing an Israeli woman onto the back of a motorcycle, driving her away from her boyfriend and taking her into Gaza.

The couple was attending a music festival near the Gaza border that Hamas took hostages from, according to Israeli media.",20804,2118
CyHYUTMrp2N,2023-10-07 23:02:23,GraphSidecar,"The surprise attack by Palestinian militants on Israel suggests a massive intelligence failure as the Israeli government appeared blindsided by the infiltration of Hamas fighters across the southern border and the launch of thousands of rockets.

The Hamas assault by air, land and sea also raised questions as to why U.S. intelligence agencies apparently did not see it coming, experts and former intelligence officials said. 

U.S. officials said that if the Israelis knew an attack was imminent, they did not share it with Washington.

“We were not tracking this,” one senior U.S. military official told NBC News. 

Read more at the link in our bio.",12191,1206
CyHIc6SrW4Q,2023-10-07 20:43:51,GraphVideo,"A video appears to show Palestinian militants taking an Israeli woman hostage, hours after Hamas launched a deadly land, air and sea attack and fired a barrage of rockets at Israel.",26166,5122
CyG8yLPOxty,2023-10-07 19:03:52,GraphVideo,"The Palestinian militant group Hamas launched a surprise attack on Israel early Saturday morning. 

Hundreds of people have died following thousands of airstrikes over the region.",9405,1006
CyGzGweOEOd,2023-10-07 17:37:11,GraphSidecar,"Rocked out of bed by explosions and the cries of her grandchildren, Bracha Yarkoni said she was standing in the street when the rocket struck.

It was one of a massive barrage fired from the Gaza Strip as Palestinian militants launched a deadly land, air and sea assault inside Israel on Simchat Torah, a normally joyous day when Jews complete the annual cycle of reading the Torah scroll.

Instead, pillars billowing black smoke scarred rose up from the ground after Hamas rockets struck as thinner white trails from Israeli air defense missiles crisscrossed the sky.

Read more at the link in bio.

📷 Fatima Shbair / AP
Majdi Fathi / NurPhoto via Reuters
Mohammed Abed / AFP via Getty Images
Ilia Yefimovich / dpa/picture alliance via Getty Images",16138,1050
CyGlBzHLBts,2023-10-07 15:34:14,GraphImage,"Palestinian militants launched a deadly land, air and sea attack inside Israel on Saturday, with fighters infiltrating the country’s south and firing a massive barrage of rockets from the Gaza Strip. 

Follow the latest updates at the link in bio.

🖌️ @nbcnewsgraphics",4508,543
CyGhQ-sNHNu,2023-10-07 15:01:20,GraphSidecar,"The Oct. 7 attacks on Israel by Hamas terrorists come around the 50th anniversary of the Yom Kippur War.

The war began on Oct. 6, 1973, when Egypt and Syria launched surprise attacks on Israeli forces in the Sinai Peninsula and the Golan Heights on the Jewish holy day of Yom Kippur.

More than 2,600 Israeli soldiers died during the conflict that lasted several weeks, until Oct. 25, 1973.

Get live updates at the link in bio.

📷️ @gettyimages",6504,426
CyGVuGYN2dE,2023-10-07 13:20:28,GraphSidecar,"Palestinian militants launched a deadly land, air and sea attack inside Israel on Saturday, with fighters infiltrating the country’s south and firing a massive barrage of rockets from the Gaza Strip.

Israeli Prime Minister Benjamin Netanyahu responded to the unprecedented incursion by declaring, “We are in a war, not an operation, in a war,” in a video posted to social media. Ordering strikes on Gaza, he also called for an “extensive reserve mobilization.”

Dozens of people have been killed, according to Israeli officials, who added that rescue teams had also treated “hundreds of further victims.”

Follow the latest updates at the link in our bio.",11285,1081
