,datetime,url,title
58,2023-10-29 11:59:00,/article/idUSKBN31T0B2,Iran does not want Israel-Hamas conflict to spread -foreign minister
59,2023-10-29 11:21:00,/article/idUSKBN31T0AR,"Britain, France stress need to get aid into Gaza"
60,2023-10-29 11:07:00,/article/idUSL1N3BY0ON,WRAPUP 6-Israel steps up ground operation against Hamas militants in Gaza
61,2023-10-29 10:07:00,/article/idUSKBN31T08Z,Protesters rally in Beirut in solidarity with Gaza Palestinians
62,2023-10-29 09:43:00,/article/idUSKBN31T08D,Israel's Mobileye CEO urges that Netanyahu be replaced immediately
63,2023-10-29 09:36:00,/article/idUSL8N3BZ0D6,Israel's Mobileye CEO urges that Netanyahu be replaced immediately
64,2023-10-29 08:38:00,/article/idUSKBN31T03Y,Bombarded Gazans look for loved ones as blackout eases
65,2023-10-29 08:09:00,/article/idUSKBN31T06I,"Pope calls for Israel-Hamas ceasefire, hostage release"
66,2023-10-29 08:09:00,/article/idUSL1N3BZ08I,"UPDATE 1-Pope calls for Israel-Hamas ceasefire, hostage release"
67,2023-10-29 07:31:00,/article/idUSL8N3BZ0AM,"Pope calls for Israel-Hamas ceasefire, hostage release"
68,2023-10-29 07:26:00,/article/idUSKBN31T04J,"Israel's Netanyahu swipes at intel chiefs over Hamas, then apologizes"
69,2023-10-29 06:04:00,/article/idUSL4N3BZ091,REUTERS NEWS SCHEDULE AT 10 a.m. GMT/ 6 a.m. ET
70,2023-10-29 04:26:00,/article/idUSL1N3BZ05T,Terrified Gaza residents try to reconnect as communications return
71,2023-10-28 20:14:00,/article/idUSKBN31T008,Saudi defense minister expected to visit White House on Monday -Axios
72,2023-10-28 18:09:00,/article/idUSKBN31S060,US Republican presidential candidates tout Israel support in speeches to Jewish donors
73,2023-10-28 17:37:00,/article/idUSKBN31R20J,"Israel launches Gaza war's second phase with ground operation, Netanyahu says"
74,2023-10-28 17:37:00,/article/idUSL1N3BX3ET,"WRAPUP 16-Israel launches Gaza war's second phase with ground operation, Netanyahu says"
75,2023-10-28 17:06:00,/article/idUSKBN31S0BZ,Investors on edge as Middle East conflict intensifies
76,2023-10-28 17:06:00,/article/idUSL1N3BY0M2,UPDATE 1-Investors on edge as Middle East conflict intensifies
77,2023-10-28 16:54:00,/article/idUSKBN31S07Q,Hundreds of thousands rally in global cities to support Palestinians
78,2023-10-28 14:16:00,/article/idUSKBN31S0DJ,Israeli PM Netanyahu says Gaza war entered second stage with ground operation
79,2023-10-28 12:29:00,/article/idUSL1N3BX35D,Investors on edge as Middle East conflict intensifies
80,2023-10-28 11:24:00,/article/idUSKBN31S04M,"Israel stops missile from Lebanon, as Beirut takes airport precautions"
81,2023-10-28 11:22:00,/article/idUSKBN31S05V,"Eclipsing Turkey's centenary, Erdogan tells pro-Palestinian rally: Israel is occupier"
82,2023-10-28 11:22:00,/article/idUSL1N3BY07R,"UPDATE 3-Israel stops missile from Lebanon, as Beirut takes airport precautions"
83,2023-10-28 10:29:00,/article/idUSKBN31S09M,Blackout disconnects bombarded Gazans from world and each other
84,2023-10-28 10:27:00,/article/idUSL8N3BY0G3,Blackout disconnects bombarded Gazans from world and each other
85,2023-10-28 09:49:00,/article/idUSKBN31S08W,UN rights chief raises alarm on 'possibly catastrophic' Gaza ground operation
86,2023-10-28 00:52:00,/article/idUSKBN31R1TS,UN overwhelmingly calls for aid truce between Israel and Hamas
87,2023-10-27 19:22:00,/article/idUSKBN31Q2IM,"Israel stepping up Gaza ground operations, UN demands humanitarian truce"
88,2023-10-27 18:01:00,/article/idUSKBN31R1V8,Israeli military says it can't guarantee journalists' safety in Gaza
89,2023-10-27 18:01:00,/article/idUSL1N3BX3B6,UPDATE 1-Israeli military says it can't guarantee journalists' safety in Gaza
90,2023-10-27 17:36:00,/article/idUSL1N3BW3X4,"WRAPUP 15-Israel stepping up Gaza ground operations, UN demands humanitarian truce"
91,2023-10-27 16:22:00,/article/idUSL4N3BX344,Israeli military says it can't guarantee journalists' safety in Gaza
92,2023-10-27 15:59:00,/article/idUSL1N3BX1L1,UPDATE 1-UN overwhelmingly calls for aid truce between Israel and Hamas
93,2023-10-27 15:32:00,/article/idUSKBN31R08K,"Gold gains 1% on MidEast risks, spotlight on Fed meet"
94,2023-10-27 15:28:00,/article/idUSL4N3BX3CD,"PRECIOUS-Gold gains 1% on MidEast risks, spotlight on Fed meet"
95,2023-10-27 14:31:00,/article/idUSL1N3BX2LZ,Fact Check-Photos show girl being carried after a 2016 airstrike in Syria
96,2023-10-27 13:55:00,/article/idUSKBN31R1PE,"As Gaza war rages, Pope Francis leads day of prayer for world peace"
97,2023-10-27 13:53:00,/article/idUSKBN31Q20Z,The Hamas tunnel city beneath Gaza - a hidden frontline for Israel
98,2023-10-27 12:38:00,/article/idUSKBN31R1JB,"Prayers, protests and clashes in Jerusalem and West Bank as Gaza war rages"
99,2023-10-27 11:30:00,/article/idUSKBN31R182,"Qatar open to reconsidering Hamas presence in Qatar, US official says"
100,2023-10-27 10:50:00,/article/idUSKBN31R1EJ,Emergency EU oil meeting focused on securing diesel supply -EU official
101,2023-10-27 10:43:00,/article/idUSL8N3BX5NC,Emergency EU oil meeting focused on securing diesel supply -EU official
102,2023-10-27 10:22:00,/article/idUSKBN31R1DD,London hate crimes rise again in wake of Middle East conflict
103,2023-10-27 09:58:00,/article/idUSKBN31R0PL,"Israeli forces kill four Palestinians in West Bank clashes, WAFA agency says"
104,2023-10-27 09:37:00,/article/idUSKBN31R0PY,Medical team and aid trucks enter Gaza via Rafah crossing - Palestinian border official
105,2023-10-27 09:37:00,/article/idUSL8N3BX2SF,UPDATE 3-Medical team and aid trucks enter Gaza via Rafah crossing - Palestinian border official
106,2023-10-27 09:30:00,/article/idUSKBN31R18P,"As Israeli ground invasion looms, Gaza residents gird for battle"
107,2023-10-27 09:14:00,/article/idUSL4N3BX3FK,"As Israeli ground invasion looms, Gaza residents gird for battle"
108,2023-10-27 08:54:00,/article/idUSKBN31R0Z1,London mayor's call for ceasefire in Gaza puts pressure on Labour leader
109,2023-10-27 08:54:00,/article/idUSL1N3BX15M,UPDATE 1-London mayor's call for ceasefire in Gaza puts pressure on Labour leader
110,2023-10-27 06:55:00,/article/idUSL8N3BX3F5,London mayor's call for ceasefire in Gaza puts pressure on Labour leader
111,2023-10-27 06:24:00,/article/idUSL1N3BX0LR,PRECIOUS-Safe-haven demand sets gold for third weekly gain on Mideast tensions
112,2023-10-27 06:13:00,/article/idUSL1N3BX012,"UPDATE 5-Blasts hit two Egyptian Red Sea towns, Israel points to 'aerial threat'"
113,2023-10-27 06:05:00,/article/idUSL1N3BW2QI,REFILE-Fact Check-Clip of people running to Egypt border not related to Israel-Hamas war
114,2023-10-27 05:46:00,/article/idUSKBN31Q1O3,"Broken Lebanon cannot afford war, and Hezbollah knows it"
115,2023-10-27 04:53:00,/article/idUSKBN31Q25I,UN food chief criticizes strict Rafah crossing checks for limiting Gaza aid
116,2023-10-27 04:32:00,/article/idUSL1N3BX0K5,"Israeli forces kill four Palestinians in West Bank clashes, WAFA agency says"
117,2023-10-27 03:34:00,/article/idUSL1N3BX05Y,PRECIOUS-Gold set for third weekly gain as Middle East worries reign
118,2023-10-27 02:31:00,/article/idUSKBN31Q09N,China's Wang tells Blinken 'in-depth' dialogue can steady ties
119,2023-10-27 01:12:00,/article/idUSKBN31R0CQ,Explainer-How great is Japan's reliance on the Middle East energy
120,2023-10-27 01:09:00,/article/idUSKBN31R0C6,"Behind Biden's shift on Israel-Hamas war - Gaza deaths, international pressure"
121,2023-10-27 00:52:00,/article/idUSL8N3BU2P0,EXPLAINER-How great is Japan's reliance on the Middle East energy
122,2023-10-27 00:02:00,/article/idUSL1N3BW36Q,UPDATE 2-China's Wang tells Blinken 'in-depth' dialogue can steady ties
123,2023-10-26 23:20:00,/article/idUSL1N3BX07G,"Australia sovereign wealth fund misses targets, sees lower returns"
124,2023-10-26 22:11:00,/article/idUSL4N3BX0HP,"PRECIOUS-Gold range-bound as traders focus on Middle East conflict, US rate scenario"
125,2023-10-26 20:38:00,/article/idUSL1N3BX016,Oil set for first weekly drop in three as Mideast situation holds
126,2023-10-26 17:46:00,/article/idUSKBN31Q269,Biden warns Iran against targeting US troops in Middle East
127,2023-10-26 17:43:00,/article/idUSKBN31Q22U,"Yellen says US GDP is a 'good strong number', may keep bond yields higher"
128,2023-10-26 17:39:00,/article/idUSL1N3BW39O,UPDATE 2-Biden warns Iran against targeting US troops in Middle East
129,2023-10-26 17:18:00,/article/idUSKBN31Q1WK,"Aghast at Hamas killings, Israelis buy up guns with government's blessing"
130,2023-10-26 17:02:00,/article/idUSKBN31Q2C9,Israel to pay compensation for ships damaged in Gaza war
131,2023-10-26 16:54:00,/article/idUSL1N3BW3VG,Israel to pay compensation for ships damaged in Gaza war
132,2023-10-26 16:51:00,/article/idUSKBN31Q1XT,Bedouin family hopes four relatives held in Gaza will return 'in peace'
133,2023-10-26 16:40:00,/article/idUSKBN31Q016,EU leaders urge pauses in Gaza bombing to get aid in
134,2023-10-26 16:30:00,/article/idUSKBN31P2C2,Israeli troops raid Gaza as Arab nations condemn bombardment
135,2023-10-26 16:30:00,/article/idUSL1N3BV3H5,WRAPUP 11-Israeli troops raid Gaza as Arab nations condemn bombardment
136,2023-10-26 16:12:00,/article/idUSKBN31Q29Q,900 US troops heading to Middle East to bolster defenses as attacks surge
137,2023-10-26 16:08:00,/article/idUSL1N3BW3CU,UPDATE 1-900 US troops heading to Middle East to bolster defenses as attacks surge
138,2023-10-26 15:12:00,/article/idUSKBN31Q03K,Oil falls more than $2 on easing Middle East fears
139,2023-10-26 15:12:00,/article/idUSL1N3BW0B8,UPDATE 7-Oil falls more than $2 on easing Middle East fears
140,2023-10-26 13:49:00,/article/idUSKBN31Q22W,"At UN podium, Israel's envoy plays gruesome Hamas attack video"
141,2023-10-26 13:30:00,/article/idUSKBN31H1IK,Explainer-What is the Rafah crossing and why is it hard to get aid into Gaza?
142,2023-10-26 13:30:00,/article/idUSL1N3BW2RT,EXPLAINER-What is the Rafah crossing and why is it hard to get aid into Gaza?
143,2023-10-26 12:32:00,/article/idUSKBN31Q1YZ,"At UN, Iran warns US will 'not be spared' if war in Gaza continues"
144,2023-10-26 11:18:00,/article/idUSKBN31B1JI,Explainer-What war crimes laws apply to the Israel-Palestinian conflict?
145,2023-10-26 11:11:00,/article/idUSKBN31Q1KE,Arab countries condemn 'flagrant violations' in targeting civilians in Gaza
146,2023-10-26 10:55:00,/article/idUSKBN31Q19E,Turkey urges WHO to do more for Gazans hit by war
147,2023-10-26 10:54:00,/article/idUSL1N3BW1PU,UPDATE 2-Turkey urges WHO to do more for Gazans hit by war
148,2023-10-26 10:34:00,/article/idUSKBN31Q1IZ,Gaza war revives past trauma for Lebanon's Palestinian refugees
149,2023-10-26 10:23:00,/article/idUSL1N3BW1X9,GLOBAL MARKETS-Stocks struggle as Treasury yields linger near 5% after strong U.S. growth data
150,2023-10-26 10:15:00,/article/idUSKBN31Q1LG,UN steps up appeal for fuel in Gaza as humanitarian crisis deepens
151,2023-10-26 10:15:00,/article/idUSL1N3BW20J,UPDATE 1-UN steps up appeal for fuel in Gaza as humanitarian crisis deepens
152,2023-10-26 09:39:00,/article/idUSL4N3BW3JW,UN steps up appeal for fuel in Gaza as humanitarian crisis deepens
153,2023-10-26 09:33:00,/article/idUSL1N3BW1IM,"GLOBAL-MARKETS-Stocks hurt by U.S. 10-year yield's climb back near 5%, earnings misses"
154,2023-10-26 07:54:00,/article/idUSL4N3BW2MX,PRECIOUS-Gold steadfast on Mideast jitters despite dominant US yields
155,2023-10-26 07:34:00,/article/idUSL8N3BW3FG,Turkey urges WHO to do more for Gazans hit by war
156,2023-10-26 07:33:00,/article/idUSL1N3BW17Q,"GLOBAL MARKETS-Stocks hurt by U.S. 10-year yield's climb back near 5%, earnings misses"
157,2023-10-26 07:33:00,/article/idUSL1N3BW0R3,EXPLAINER-What is the Rafah crossing and why is it hard to get aid into Gaza?
158,2023-10-26 07:22:00,/article/idUSKBN31Q17T,"Israel is waging 'war of revenge' on Gaza, Palestinian minister says"
159,2023-10-26 07:21:00,/article/idUSL1N3BW10F,"UPDATE 1-Israel is waging 'war of revenge' on Gaza, Palestinian minister says"
160,2023-10-26 07:18:00,/article/idUSL1N3BW1AM,Fact Check-White and blue McDonald’s wrappers predate Oct. 2023 Israel-Hamas war
161,2023-10-26 06:45:00,/article/idUSL1N3BW16H,Fact Check-Video shows naval parade in Mexico unrelated to Israel-Hamas war
162,2023-10-26 06:44:00,/article/idUSKBN31Q13P,Israel's Bank Leumi sharply boosts loan loss provision on war uncertainty
163,2023-10-26 06:42:00,/article/idUSL8N3BW4BE,Israel's Bank Leumi sharply boosts loan loss provision on war uncertainty
164,2023-10-26 06:37:00,/article/idUSKBN31Q12T,Israel says years needed to rehabilitate south after Gaza attack
165,2023-10-26 06:01:00,/article/idUSL1N3BV0WI,COLUMN-Ukraine awaits brutal winter with world attention focused on Middle East
166,2023-10-26 06:00:00,/article/idUSL4N3BW2VA,REUTERS NEWS SCHEDULE AT 10:00 a.m. GMT/6:00 a.m. ET
167,2023-10-26 05:42:00,/article/idUSKBN31Q0WZ,Bank of Israel's war cost estimates are optimistic -Fin Min official
168,2023-10-26 03:43:00,/article/idUSL1N3BW088,PRECIOUS-Gold resilient as Mideast conflict dominates sentiment
169,2023-10-26 03:35:00,/article/idUSKBN31Q0CD,"Israel ground forces raid Hamas sites in Gaza, withdraw - military statement"
170,2023-10-26 02:49:00,/article/idUSKBN31P1KL,FACTBOX-Why is Israel attacking south Gaza after telling people to go there?
171,2023-10-26 02:19:00,/article/idUSKBN31Q0FJ,Analysis-War clouds Israel's interest rate outlook
172,2023-10-26 02:07:00,/article/idUSKBN31Q0FR,Analysis-World's ghost fleet in focus over US Russian price cap crackdown
173,2023-10-26 02:02:00,/article/idUSL4N3BW1N9,REUTERS NEWS SCHEDULE AT 6 a.m. GMT/2 p.m. SGT
174,2023-10-26 02:00:00,/article/idUSL8N3BU5TB,ANALYSIS-World's ghost fleet in focus over US Russian price cap crackdown
175,2023-10-26 02:00:00,/article/idUSL1N3BV10W,ANALYSIS-War clouds Israel's interest rate outlook
176,2023-10-26 01:27:00,/article/idUSKBN31Q0DQ,"North Korea says Israel bombed Gaza hospital, calls US 'accomplice'"
177,2023-10-26 01:23:00,/article/idUSL4N3BW0OM,"North Korea says Israel bombed Gaza hospital, calls US 'accomplice'"
178,2023-10-25 21:54:00,/article/idUSKBN31P0T7,Biden calls for 'path toward peace' once Israel-Gaza crisis is resolved
179,2023-10-25 21:54:00,/article/idUSL1N3BV1IC,UPDATE 6-Biden calls for 'path toward peace' once Israel-Gaza crisis is resolved
180,2023-10-25 20:51:00,/article/idUSKBN31Q00O,Biden says he has 'no confidence' in Palestinian death count
181,2023-10-25 20:46:00,/article/idUSL1N3BV3W7,REFILE-Biden says he has 'no confidence' in Palestinian death count
182,2023-10-25 20:09:00,/article/idUSKBN31P2FX,"US antisemitic, Islamophobic incidents surge with war, advocates say"
183,2023-10-25 19:09:00,/article/idUSKBN31P15Q,"In south Lebanon town, border conflict brings fear and resignation"
184,2023-10-25 18:57:00,/article/idUSKBN31P2AT,Pro-Israel resolution is new US House leader's first act
185,2023-10-25 17:54:00,/article/idUSKBN31P1WL,Netanyahu says Israel is preparing ground invasion of Gaza
186,2023-10-25 16:27:00,/article/idUSKBN31O2DY,"Israel bombards Gaza, prepares invasion as Biden urges 'path to peace'"
187,2023-10-25 16:09:00,/article/idUSKBN31P24D,"Russia, China veto US push for UN action on Israel, Gaza"
188,2023-10-25 14:39:00,/article/idUSL1N3BV2RN,GLOBAL MARKETS-Stocks struggle as soft earnings compound interest rate headache
189,2023-10-25 14:21:00,/article/idUSKBN31P0XI,"Bank of Canada holds rates, says inflationary risks have increased"
190,2023-10-25 14:21:00,/article/idUSL1N3BV2L3,"WRAPUP 1-Bank of Canada holds rates, says inflationary risks have increased"
191,2023-10-25 12:58:00,/article/idUSKBN31P1MO,Israel agrees to U.S. request to delay Gaza invasion- WSJ
192,2023-10-25 12:57:00,/article/idUSL1N3BU3MN,WRAPUP 10-Israel aims bombing at southern Gaza as world leaders seek pause in fighting
193,2023-10-25 12:54:00,/article/idUSKBN31P1GW,UN chief rejects Israel accusations he justified Hamas attacks
194,2023-10-25 12:39:00,/article/idUSL1N3BV1NZ,"UPDATE 5-Bank of Canada holds rates, says path to avoid recession narrower"
195,2023-10-25 12:19:00,/article/idUSKBN31P13J,Egypt's Sisi says Cairo playing positive role in de-escalating Gaza crisis
196,2023-10-25 12:17:00,/article/idUSL1N3BV243,UPDATE 2-Israel agrees to U.S. request to delay Gaza invasion- WSJ
197,2023-10-25 11:50:00,/article/idUSKBN31P0VW,"Qatar's PM: Hostage release talks progressing, hopeful for breakthrough 'soon'"
198,2023-10-25 11:33:00,/article/idUSL1N3BV1ZX,GLOBAL MARKETS-Stocks struggle as soft earnings compound interest rate headache
199,2023-10-25 10:00:00,/article/idUSBCLPLEJ77,"Bank of Canada leaves rates on hold, sees weak growth and stubborn inflation"
200,2023-10-25 10:00:00,/article/idUSBCLPLEJ75,FULL TEXT - Bank of Canada leaves key policy rate unchanged
201,2023-10-25 09:57:00,/article/idUSKBN31P1DE,Gaza couple's wedding dreams destroyed by war
202,2023-10-25 09:56:00,/article/idUSL1N3BV19T,GLOBAL MARKETS-Stocks struggle as soft earnings compound interest rate headache
203,2023-10-25 09:50:00,/article/idUSKBN31P1DC,Israel's Ashdod port toils under shadow of rockets
204,2023-10-25 09:47:00,/article/idUSKBN31P0TO,Most Gulf markets gain amid easing Mideast woes
205,2023-10-25 09:15:00,/article/idUSL8N3BU92V,Israel's Ashdod port toils under shadow of rockets
206,2023-10-25 08:27:00,/article/idUSKBN31P0XY,"US antisemitic incidents up about 400% since Israel-Hamas war began, report says"
207,2023-10-25 07:55:00,/article/idUSKBN31P16Y,Jordan's King Abdullah to Macron: Urge Israel to end Gaza war
208,2023-10-25 06:30:00,/article/idUSKBN31P0OY,Kushner says Abraham Accords 'more important than ever' as Israel pounds Gaza
209,2023-10-25 06:30:00,/article/idUSL1N3BV0GP,UPDATE 2-Kushner says Abraham Accords 'more important than ever' as Israel pounds Gaza
210,2023-10-25 04:55:00,/article/idUSKBN31P0ID,"Hezbollah, Hamas and Islamic Jihad leaders discuss how to achieve 'victory'"
211,2023-10-25 03:20:00,/article/idUSL1N3BV04A,"PRECIOUS-Gold firms as US bond yields slip, Middle East stays in focus"
212,2023-10-25 02:57:00,/article/idUSKBN31P0I4,"Israel to amend budget, Gaza war direct cost at $246 million daily"
213,2023-10-25 02:57:00,/article/idUSL8N3BV21U,"UPDATE 1-Israel to amend budget, Gaza war direct cost at $246 mln daily"
214,2023-10-25 02:34:00,/article/idUSS8N3BG0AR,"Israel FinMin to amend 2023-24 budget due to war, unfazed by S&P downgrade"
215,2023-10-25 02:21:00,/article/idUSS8N3AJ032,"IMF concerned for loss of lives, economic slowdown from Mideast conflict, chief says"
216,2023-10-24 21:32:00,/article/idUSL4N3BV08N,PRECIOUS-Gold firms as US bond yields slip with focus on Middle East
217,2023-10-24 19:37:00,/article/idUSKBN31O2FK,"Australia deploys more aircraft, personnel to Middle East"
218,2023-10-24 19:31:00,/article/idUSL1N3BU42K,"Australia deploys more aircraft, personnel to Middle East"
219,2023-10-24 19:13:00,/article/idUSKBN31O1RI,Blinken says he will work with China's Wang Yi to rein in Mideast tensions
220,2023-10-24 19:13:00,/article/idUSL1N3BU2AZ,UPDATE 2-Blinken says he will work with China's Wang Yi to rein in Mideast tensions
221,2023-10-24 19:08:00,/article/idUSKBN31O255,"Biden's Israel stance angers Arab, Muslim Americans; could jeopardize 2024 votes"
222,2023-10-24 18:51:00,/article/idUSKBN31O2E9,No 'Love Shack' at White House - B-52s won't play Aussie dinner
223,2023-10-24 18:47:00,/article/idUSKBN31O1OX,Blinken tells UN: US doesn't want war with Iran but will defend itself
224,2023-10-24 18:40:00,/article/idUSL1N3BU1ZO,UPDATE 4-Blinken tells UN: US does not want war with Iran but will defend itself
225,2023-10-24 18:38:00,/article/idUSKBN31O274,Detained WSJ reporter's sister urges Biden to remain focused on his release
226,2023-10-24 18:34:00,/article/idUSKBN31O1SM,Israel's Holocaust survivors struggle with Gaza war as trauma deepens
227,2023-10-24 17:29:00,/article/idUSKBN31O2B1,"To cease fire or pause? US, Russia poised for UN showdown on Israel"
228,2023-10-24 16:56:00,/article/idUSKBN31O01W,Oil drops for third straight session on weak European economic data
229,2023-10-24 16:56:00,/article/idUSL1N3BU074,UPDATE 9-Oil drops for third straight session on weak European economic data
230,2023-10-24 16:48:00,/article/idUSKBN31O00F,'Humanitarian pause' in Hamas-Israel war is urged to aid Gaza civilians
231,2023-10-24 16:48:00,/article/idUSL1N3BT2ZN,WRAPUP 13-'Humanitarian pause' in Hamas-Israel war is urged to aid Gaza civilians
