datetime,url,title,owner_username
2023-10-06 23:42:17.807291,https://www.foxnews.com/world/foreign-officials-raise-alarm-lack-humanitarian-aid-gaza-israel-prepares-ground-operation,Foreign officials raise alarm over lack of humanitarian aid in Gaza as Israel prepares for ground operation,FoxNews
2023-10-06 23:42:17.807322,https://www.foxnews.com/us/two-american-hostages-released-gaza-fox-news-told,"Two American hostages released from Gaza, Fox News is told",FoxNews
2023-10-31 23:42:17.807353,https://www.foxnews.com/world/israeli-military-nine-more-soldiers-killed-inside-gaza-ground-operation-against-hamas-continues,12 IDF soldiers killed inside Gaza as ground operation against Hamas continues,FoxNews
2023-10-06 23:42:17.807384,https://www.foxnews.com/politics/squad-democrat-calls-end-israels-gaza-blockade-condemns-hamas-terror-attacks,'Squad' Democrat calls for end of Israel's 'Gaza blockade' as he condemns Hamas terror attacks,FoxNews
2023-10-06 23:42:17.807414,https://www.foxnews.com/world/israeli-president-defends-airstrikes-gaza-killing-hamas-operatives-we-fighting-terror,"Israeli president defends airstrikes in Gaza, killing Hamas operatives: 'We are fighting terror'",FoxNews
2023-10-06 23:42:17.807445,https://www.foxnews.com/world/israel-reveals-scope-overnight-siege-gaza-strip-says-more-500-targets-struck,"Israel reveals scope of overnight siege on Gaza Strip, says more than 500 targets struck",FoxNews
2023-11-01 23:42:17.807476,https://www.foxnews.com/us/arkansas-man-sues-us-government-in-effort-to-save-wife-children-trapped-in-gaza,"Arkansas man sues US government in effort to save wife, children trapped in Gaza",FoxNews
2023-11-01 23:42:17.807507,https://www.foxnews.com/world/400-americans-approved-leave-gaza-israel-hamas-war-rages,400 Americans approved to leave Gaza as Israel-Hamas war rages,FoxNews
2023-10-25 23:42:17.807538,https://www.foxnews.com/media/media-running-hamas-narrative-gaza-hospital-directly-contributed-endangering-us-embassies-abroad,Media running Hamas narrative on Gaza hospital 'directly contributed' to endangering US embassies abroad,FoxNews
2023-10-29 23:42:17.807569,https://www.foxnews.com/world/more-israeli-troops-pour-into-gaza-idf-high-alert-northern-border,More Israeli troops pour into Gaza with IDF on 'high alert' on northern border,FoxNews
2023-10-06 23:42:17.807600,https://www.foxnews.com/world/israel-strikes-hamas-gaza-surprise-attack-exchanges-fire-hezbollah,"Israel declares war after Hamas surprise attack, launches retaliatory airstrikes in Gaza",FoxNews
2023-10-06 23:42:17.807630,https://www.foxnews.com/media/ted-lieu-accuses-ny-times-intentionally-writing-false-headline-gaza-hospital-report-draw-clicks,Ted Lieu accuses NY Times of 'intentionally' writing false headline for Gaza hospital report to draw clicks,FoxNews
2023-10-06 23:42:17.807661,https://www.foxnews.com/world/israeli-forces-entered-gaza-localized-raids-idf-tells-fox-news,"Israeli forces entered Gaza for localized raids, IDF tells Fox News",FoxNews
2023-10-26 23:42:17.807692,https://www.foxnews.com/world/hamas-terror-base-hidden-beneath-gaza-largest-hospital-israel-alleges,"Hamas terror base is hidden beneath Gaza's largest hospital, Israel alleges",FoxNews
2023-10-22 23:42:17.807722,https://www.foxnews.com/media/new-york-times-admits-relied-too-heavily-hamas-claims-initial-report-gaza-hospital-explosion,New York Times admits it relied 'too heavily' on Hamas claims in initial report on Gaza hospital explosion,FoxNews
2023-10-06 23:42:17.807753,https://www.foxnews.com/media/ny-times-defends-rehiring-gaza-journalist-praised-hitler,NY Times defends rehiring Gaza journalist who praised Hitler: He's 'maintained high journalistic standards',FoxNews
2023-10-06 23:42:17.807784,https://www.foxnews.com/politics/desantis-doubles-down-says-us-should-not-accept-refugees-from-palestine,DeSantis refuses to back off demand that US refuse refugees from Gaza,FoxNews
2023-10-06 23:42:17.807814,https://www.foxnews.com/world/us-ammo-arrives-israel-ahead-expected-ground-operation-gaza,US ammo arrives in Israel ahead of expected ground operation in Gaza,FoxNews
2023-10-06 23:42:17.807845,https://www.foxnews.com/world/israel-launches-massive-airstrikes-downtown-gaza-city-netanyahu-says-we-have-only-started,"Israel launches massive airstrikes on downtown Gaza City, Netanyahu says: 'We have only started'",FoxNews
2023-10-06 23:42:17.807876,https://www.foxnews.com/politics/biden-administration-sends-congress-emergency-funding-request,"Biden admin urges major funding increases for aid to Ukraine, Israel and Gaza civilians",FoxNews
2023-10-23 23:42:17.807907,https://www.foxnews.com/politics/sen-peter-welch-says-israel-ground-invasion-exacerbate-conditions-gaza-grave-concerns,Sen. Peter Welch says Israel ground invasion would 'exacerbate' conditions in Gaza: 'Grave concerns',FoxNews
2023-10-06 23:42:17.807938,https://www.foxnews.com/world/iraq-jordan-egypt-condemn-israel-attacking-gaza-holy-land-fends-off-strikes-syria-lebanon,"Iraq, Jordan, Egypt condemn Israel for attacking Gaza as Holy Land fends off strikes from Syria, Lebanon",FoxNews
2023-10-06 23:42:17.807969,https://www.foxnews.com/politics/squad-rep-tlaib-ignores-us-intel-about-gaza-hospital-sides-hamas-over-biden-admin,"'Squad' Rep. Tlaib ignores US intel about Gaza hospital, sides with Hamas over Biden admin",FoxNews
2023-10-06 23:42:17.808000,https://www.foxnews.com/world/israel-recaptures-areas-near-gaza-strip-overrun-hamas,Israel recaptures areas near the Gaza Strip overrun by Hamas,FoxNews
2023-10-06 23:42:17.808031,https://www.foxnews.com/politics/sen-blackburn-concerned-over-biden-supplemental-request-aid-gaza-after-hamas-reportedly-stole-aid,Sen. Blackburn concerned over Biden supplemental request to aid Gaza after Hamas reportedly stole aid,FoxNews
2023-11-02 23:42:17.808061,https://www.foxnews.com/us/liberal-city-council-demands-biden-push-israeli-ceasefire-end-current-violence-gaza,Liberal city council demands Biden push for Israeli ceasefire to end 'current violence' in Gaza,FoxNews
2023-10-26 23:42:17.808092,https://www.foxnews.com/media/gaza-hospital-coverage-proves-media-needs-skeptical-hamas-expert-says-facts-wrong,"Gaza hospital coverage proves media needs to be skeptical of sources, expert says: ‘All the facts were wrong’",FoxNews
2023-10-25 23:42:17.808123,https://www.foxnews.com/media/biden-refutes-pbs-reporters-question-hamas-provided-gaza-death-count,Biden refutes PBS reporter's question on Hamas-provided Gaza death count: 'I have no confidence' it's truthful,FoxNews
2023-10-06 23:42:17.808153,https://www.foxnews.com/world/israel-warns-civilians-northern-gaza-evacuate-area-24-hours-safety,Israel warns civilians in northern Gaza to evacuate from area within 24 hours: 'For your safety',FoxNews
2023-11-01 23:42:17.808184,https://www.foxnews.com/world/israel-hamas-war-5-american-aid-workers-leave-gaza-egypt-rafah-crossing,"Israel-Hamas war: Five American aid workers leave Gaza for Egypt through Rafah crossing, hundreds remain",FoxNews
2023-10-06 23:42:17.808215,https://www.foxnews.com/politics/biden-us-workin-like-hell-free-gaza-hostages,Biden: US ‘workin' like hell’ to free Gaza hostages,FoxNews
2023-10-06 23:42:17.808246,https://www.foxnews.com/politics/kirby-us-actively-trying-locate-hostages-gaza-wont-rule-anything-in-out-american-effort,"Kirby: US 'actively trying' to find hostages in Gaza, won't 'rule anything in or out' for American effort",FoxNews
2023-10-27 23:42:17.808277,https://www.foxnews.com/world/hamas-preventing-gaza-residents-fleeing-to-safety-palestinian-activist,"Hamas preventing Gaza residents from fleeing to safety, Palestinian activist says",FoxNews
2023-10-06 23:42:17.808308,https://www.foxnews.com/world/biden-puts-condition-humanitarian-aid-gaza-israel-allows-egypt-deliver-supplies,Biden puts condition on humanitarian aid to Gaza as Israel allows Egypt to deliver supplies,FoxNews
2023-10-23 23:42:17.808339,https://www.foxnews.com/world/israel-fires-400-airstrikes-gaza-idf-identifies-terrorists-responsible-oct-7-attack,Israel fires 400 airstrikes into Gaza as IDF identifies terrorists said to be responsible for Oct 7 attack,FoxNews
2023-10-06 23:42:17.808369,https://www.foxnews.com/world/israeli-tv-footage-appears-show-gaza-hospital-blast-came-palestinian-rocket,Israeli TV footage appears to show Gaza hospital blast came from Palestinian rocket,FoxNews
2023-11-02 23:42:17.808400,https://www.foxnews.com/politics/democrat-senator-admonishes-israel-unacceptable-gaza-civilian-death-urges-immediate-strategy-change,"Dem senator admonishes Israel over 'unacceptable' Gaza civilian death, urges immediate strategy change",FoxNews
2023-10-06 23:42:17.808431,https://www.foxnews.com/world/vatican-offers-mediate-israel-gaza-conflict-negotiate-hostage-release,"Vatican offers to mediate Israel-Gaza conflict, negotiate hostage release",FoxNews
2023-10-25 23:42:17.808461,https://www.foxnews.com/world/israeli-forces-conduct-ground-raids-gaza-ahead-expected-invasion,Israeli forces conduct tank raid in Gaza ahead of expected invasion,FoxNews
2023-10-06 23:42:17.808492,https://www.foxnews.com/media/aps-gaza-reporter-repeatedly-ripped-israel-social-media-oppressive-regime-overthrown,"AP's Gaza reporter repeatedly ripped Israel on social media, said oppressive regime should be 'overthrown'",FoxNews
2023-10-06 23:42:17.808522,https://www.foxnews.com/world/biden-israel-not-blame-gaza-hospital-bombing-left-500-dead-done-other-team,Biden says Israel not to blame for rocket attack on Gaza hospital that left 500 dead: 'Done by the other team',FoxNews
2023-10-06 23:42:17.808553,https://www.foxnews.com/world/israeli-air-force-unleashing-extensive-attack-waves-gaza-strip-kills-2-senior-hamas-officials,"Israeli Air Force unleashing 'extensive attack waves' on Gaza Strip, kills 2 senior Hamas officials",FoxNews
2023-10-30 23:42:17.808583,https://www.foxnews.com/world/israeli-soldiers-reported-killed-first-gaza-ground-incursion-began,Israeli soldiers reported killed; first in Gaza since ground incursion began,FoxNews
2023-10-06 23:42:17.808614,https://www.foxnews.com/politics/sec-blinken-exchanges-warm-greeting-palestinian-president-remains-silent-aid-gaza,"Sec Blinken exchanges warm greeting with Palestinian president, remains silent on aid for Gaza",FoxNews
2023-10-06 23:42:17.808648,https://www.foxnews.com/world/biden-israel-not-blame-gaza-hospital-blast-cites-data-shown-defense-department,"Biden says Israel not to blame for Gaza hospital blast, cites data 'shown by my defense department'",FoxNews
2023-10-06 23:42:17.808680,https://www.foxnews.com/world/blinken-hamas-blame-foreign-nationals-leave-gaza-egypt-ready-help,Blinken says Hamas to blame for foreign nationals not being able to leave Gaza; Egypt ready to help,FoxNews
2023-10-30 23:42:17.808711,https://www.foxnews.com/world/massachusetts-couple-1-year-old-son-stranded-gaza-little-food-water-fuel-connectivity-attorney,"Massachusetts couple, 1-year-old son stranded in Gaza with little food, water, fuel, connectivity: attorney",FoxNews
2023-10-06 23:42:17.808742,https://www.foxnews.com/world/russia-offers-mediate-israel-gaza-negotiations-putin-no-alternative-2-state-solution,"Russia offers to mediate Israel-Gaza negotiations, Putin says 'no alternative' to 2-state solution",FoxNews
2023-10-29 23:42:17.808773,https://www.foxnews.com/live-news/october-29-israel-hamas-war,Israel expands ground operations in Gaza as Netanyahu announces 'second stage' of war against Hamas,FoxNews
2023-10-06 23:42:17.808804,https://www.foxnews.com/media/former-israeli-soldier-suggests-hostage-rescue-operations-behind-delay-ground-invasion-gaza,Former Israeli soldier suggests hostage rescue operations behind delay in ground invasion of Gaza,FoxNews
2023-10-26 23:42:17.808834,https://www.foxnews.com/media/white-house-battles-reporters-rejecting-hamas-gaza-death-count,White House battles reporters as it rejects Hamas' Gaza death count: We won't cite a 'terrorist organization',FoxNews
2023-10-06 23:42:17.808865,https://www.foxnews.com/us/bernie-sanders-criticizes-israels-offensive-gaza-calls-serious-violation-international-law,"Bernie Sanders criticizes Israel's offensive in Gaza, calls it 'serious violation of international law'",FoxNews
2023-10-06 23:42:17.808896,https://www.foxnews.com/politics/pro-palestine-demonstrators-swarm-inside-capitol-hill-demand-ceasefire-police-begin-arresting-protesters,"Pro-Palestinian demonstrators swarm on Capitol Hill, demand Gaza ceasefire as police arrest protesters",FoxNews
2023-10-06 23:42:17.808926,https://www.foxnews.com/media/democrat-congressman-condemns-disgusting-display-media-reporting-gaza-hospital-blast,Democrat congressman condemns 'disgusting display' by media reporting on Gaza hospital blast,FoxNews
2023-10-06 23:42:17.808957,https://www.foxnews.com/world/iran-shares-chilling-message-israel-gaza-hospital-explosion-kills-500-time-over,Iran shares chilling message for Israel after Gaza hospital explosion kills 500: 'Time is OVER',FoxNews
2023-10-06 23:42:17.808988,https://www.foxnews.com/world/idf-fighter-jets-struck-750-hamas-military-targets-overnight-northern-gaza-strip,IDF fighter jets struck 750 Hamas military targets overnight in the northern Gaza Strip,FoxNews
2023-10-06 23:42:17.809019,https://www.foxnews.com/world/hezbollah-watches-gaza-war-sparks-fear-additional-fronts-israel-defend,Hezbollah watches on as Gaza war sparks fear of additional fronts for Israel to defend,FoxNews
2023-10-30 23:42:17.809050,https://www.foxnews.com/media/biden-reportedly-raged-new-york-times-coverage-gaza-hospital-explosion,Biden reportedly raged over New York Times' coverage of Gaza hospital explosion,FoxNews
2023-10-06 23:42:17.809080,https://www.foxnews.com/faith-values/pope-affirms-israel-has-right-to-defend-themselves-mourns-innocents-in-gaza,"Pope affirms Israel has 'right' to 'defend themselves,’ mourns innocents in Gaza",FoxNews
2023-10-06 23:42:17.809111,https://www.foxnews.com/world/iran-threatens-israel-looming-ground-offensive-gaza-report,Iran threatens Israel over looming ground offensive in Gaza: report,FoxNews
2023-10-06 23:42:17.809143,https://www.foxnews.com/live-news/october-16-2023-israel-hamas-war,Israel fends off aggression at Lebanon border as it prepares to invade Gaza,FoxNews
2023-10-24 23:42:17.809174,https://www.foxnews.com/world/israeli-cabinet-deciding-gaza-invasion-timing-netanyahu-says-pledging-exact-highest-price,"Israeli cabinet deciding on Gaza invasion timing, Netanyahu says, pledging to exact 'highest price'",FoxNews
2023-10-06 23:42:17.809204,https://www.foxnews.com/media/how-israels-withdrawal-gaza-proved-strategic-mistake-that-empowered-hamas,How Israel's withdrawal from Gaza proved a ‘strategic mistake’ that empowered Hamas,FoxNews
2023-10-31 23:42:17.809235,https://www.foxnews.com/world/massachusetts-family-stranded-gaza-speaks-out-about-situation-ground-our-frustration-continues,Massachusetts family stranded in Gaza speaks out about situation on the ground: 'Our frustration continues',FoxNews
2023-10-06 23:42:17.809265,https://www.foxnews.com/media/cbs-news-shamed-post-gaza-hospital-blast-suggesting-israel-fault-did-hamas-write-tweet,CBS News shamed for post on Gaza hospital blast suggesting Israel at fault: ‘Did Hamas write this tweet?’,FoxNews
2023-10-30 23:42:17.809295,https://www.foxnews.com/world/israel-hits-300-hamas-targets-gaza-engages-battles-terrorists-firing-anti-tank-missiles-guns,"Israel hits 300 Hamas targets in Gaza, engages in battles against terrorists firing anti-tank missiles, guns",FoxNews
2023-10-25 23:42:17.809324,https://www.foxnews.com/world/north-korea-accuses-israel-genocide-gaza-labels-us-accomplice,"North Korea accuses Israel of 'genocide' in Gaza, labels US an 'accomplice'",FoxNews
2023-11-05 19:46:21.983475,https://www.wsj.com/world/middle-east/arab-citizens-of-israel-say-they-face-growing-backlash-4984fd60?page=1,Arab Citizens of Israel Say They Face Growing Backlash,WSJ
2023-11-05 15:46:21.983535,https://www.wsj.com/world/middle-east/blinken-seeks-to-balance-aid-for-palestinian-civilians-against-israeli-self-defense-b2c442ec?page=1,"Blinken Rushes to Reassure Anxious Arab Allies in Surprise Trips to West Bank, Iraq",WSJ
2023-11-05 13:46:21.983578,https://www.wsj.com/us-news/stanford-university-student-hurt-in-possible-hate-crime-7d66546a?page=1,Stanford University Student Hurt in Possible Hate Crime,WSJ
2023-11-05 13:46:21.983619,https://www.wsj.com/articles/why-stanfords-leaders-tolerate-anti-semitism-free-speech-academia-professors-249819a5?page=1,Opinion: Why Stanford’s Leaders Tolerate Anti-Semitism,WSJ
2023-11-05 13:46:21.983659,https://www.wsj.com/world/middle-east/escalating-militia-attacks-on-u-s-troops-risk-washington-tehran-confrontation-f2308361?page=1,Escalating Militia Attacks on U.S. Troops Risk Washington-Tehran Confrontation,WSJ
2023-11-05 09:46:21.983699,https://www.wsj.com/articles/bds-reaches-the-west-bank-of-the-delaware-protesters-boycott-zionist-jewish-israeli-businesses-ac5bab60?page=1,Opinion: Boycotting the Jews Reaches the West Bank of the Delaware,WSJ
2023-11-05 08:46:21.983739,https://www.wsj.com/articles/airstrikes-on-refugee-camps-show-the-high-cost-of-war-jabalia-gaza-israel-ff2844d1?page=1,Opinion: Airstrikes on Refugee Camps Show the High Cost of War,WSJ
2023-11-05 00:01:00.000000,https://www.wsj.com/world/middle-east/israel-steps-up-arrests-in-the-west-bank-in-wake-of-hamas-attacks-1d7f5c92?page=1,Israel Steps Up West Bank Arrests in Wake of Hamas Attacks,WSJ
2023-11-04 19:52:00.000000,https://www.wsj.com/world/middle-east/israel-says-corridor-is-opening-for-northern-gazans-to-flee-south-a40e4822?page=1,Antony Blinken Renews Push for Humanitarian Pause During Mideast Tour,WSJ
2023-11-04 09:00:00.000000,https://www.wsj.com/world/middle-east/u-s-and-israel-split-over-gaza-goals-muddying-wars-endgame-9055c329?page=1,"U.S. and Israel Split Over Gaza Goals, Muddying War’s Endgame",WSJ
2023-11-04 07:02:00.000000,https://www.wsj.com/world/middle-east/gaza-becomes-a-death-trap-for-children-as-israeli-strikes-intensify-ed07c8e6?page=1,Gaza Becomes a Death Trap for Children,WSJ
2023-11-04 00:01:00.000000,https://www.wsj.com/world/middle-east/hamas-weapons-israel-invasion-gaza-aff4247d?page=1,Hamas Has Deadlier Weapons Than the Last Time Israel Invaded Gaza,WSJ
2023-11-03 18:48:00.000000,https://www.wsj.com/articles/israel-gaza-hamas-pause-antony-blinken-joe-biden-5265b7fd?page=1,Opinion: An Israeli ‘Pause’ Would Help Hamas,WSJ
2023-11-03 18:48:00.000000,https://www.wsj.com/articles/many-israelis-are-refugees-from-arab-lands-middle-east-history-9cf540f6?page=1,Opinion: Many Israelis Are Refugees From Arab Lands,WSJ
2023-11-03 16:45:00.000000,https://www.wsj.com/world/middle-east/israel-faces-growing-international-pressure-to-pause-gaza-strikes-5f422195?page=1,Netanyahu Rejects Calls for a Temporary Israeli Cease-Fire in Gaza,WSJ
2023-11-03 15:32:00.000000,https://www.wsj.com/world/middle-east/hezbollah-chief-to-break-silence-on-israel-hamas-war-5ea67bf1?page=1,Hezbollah Chief Warns Israel of Regional War,WSJ
2023-11-03 14:22:00.000000,https://www.wsj.com/articles/robert-habeck-germany-hamas-anti-semitism-israel-68f2b5b1?page=1,Opinion: Germany Searches Its Soul on Anti-Semitism,WSJ
2023-11-03 14:08:00.000000,https://www.wsj.com/articles/america-cant-afford-to-alienate-its-undemocratic-allies-egypt-diplomacy-middle-east-saudi-arabia-b8b3f73b?page=1,Opinion: America Can’t Afford to Alienate Its Undemocratic Allies,WSJ
2023-11-03 10:15:00.000000,https://www.wsj.com/world/middle-east/for-israel-a-war-unlike-any-other-b8160908?page=1,"For Israel, a War Unlike Any Other",WSJ
2023-11-03 00:01:00.000000,https://www.wsj.com/world/middle-east/israel-morgue-identify-victims-hamas-507f1f80?page=1,"Israel’s Quest to Identify Every Victim of Hamas Leaves Scientists Exhausted, Traumatized",WSJ
2023-11-02 21:48:00.000000,https://www.wsj.com/world/russias-wagner-group-may-provide-air-defense-weapon-to-hezbollah-u-s-intel-says-37dc8f45?page=2,U.S. Says Russia’s Wagner Group Plans to Send Air Defenses to Hezbollah,WSJ
2023-11-02 19:47:00.000000,https://www.wsj.com/world/middle-east/americans-set-to-leave-gaza-as-israeli-forces-tighten-grip-c6aea88c?page=2,Blinken Hopes to Ease Humanitarian Crisis in Mideast Visit,WSJ
2023-11-02 18:04:00.000000,https://www.wsj.com/articles/israel-needs-a-new-leader-07bf400b?page=2,Opinion: Israel Needs a New Leader,WSJ
2023-11-02 16:42:00.000000,https://www.wsj.com/articles/biden-needs-a-new-foreign-policy-team-israel-ukraine-d6b8c151?page=2,Opinion: Biden Needs a New Foreign-Policy Team,WSJ
2023-11-02 16:41:00.000000,https://www.wsj.com/articles/on-anti-semitism-labour-is-a-cautionary-tale-for-democrats-f5d2b798?page=2,"Opinion: On Anti-Semitism, Labour Is a Cautionary Tale for Democrats",WSJ
2023-11-02 16:38:00.000000,https://www.wsj.com/world/middle-east/israeli-forces-move-to-cut-gaza-in-two-isolating-the-north-0bdf8c2c?page=2,"Israeli Forces Cut Gaza in Two, Isolating North of Besieged Enclave",WSJ
2023-11-02 16:34:00.000000,https://www.wsj.com/world/middle-east/hamas-hostages-israel-gaza-41432124?page=2,Hamas Took More Than 200 Hostages From Israel. Here’s What to Know.,WSJ
2023-11-02 14:04:00.000000,https://www.wsj.com/articles/israel-gaza-bombing-war-dresden-69043549?page=2,Opinion: No Comparison to Dresden,WSJ
2023-11-02 13:59:00.000000,https://www.wsj.com/world/middle-east/u-s-seeks-help-from-arab-states-to-plan-gaza-governance-after-war-25310460?page=2,U.S. Seeks Help From Arab States to Plan Gaza Governance After War,WSJ
2023-11-02 13:12:00.000000,https://www.wsj.com/articles/how-hamas-won-hearts-and-minds-on-the-american-left-1abafc2f?page=2,Opinion: How Hamas Won Hearts and Minds on the American Left,WSJ
2023-11-02 13:06:00.000000,https://www.wsj.com/us-news/education/top-law-firms-call-for-universities-to-tamp-down-on-antisemitism-942a6609?page=2,Top Law Firms Call for Universities to Tamp Down on Antisemitism,WSJ
2023-11-02 02:17:00.000000,https://www.wsj.com/world/middle-east/foreign-nationals-start-to-leave-gaza-at-egyptian-border-89e52cab?page=2,Foreign Nationals Start to Leave Gaza at Egyptian Border,WSJ
