url_code,time_utc,type,caption,likes,comments
CyoXx5LuEE2,2023-10-20 18:32:35,GraphSidecar,"Like many groups, institutions and families of all kinds in the New York region, Yeshiva University, an Orthodox Jewish school in Upper Manhattan, has been shaken by the war in Israel and Gaza. Members of the university’s men’s soccer team, which has players from four continents and seven countries, spent the first week after the war broke out grappling with their duties as students and athletes amid a flare of heightened emotions.

Practices and games have mostly provided a diversion from the distress, and players said they wanted to show support for Israel as they pursued a spot in the conference final. Tap the link in our bio to read more about the team’s sentiment on the war. Photos by @jonahmarkowitz",19022,1551
CyoM93YuFg6,2023-10-20 16:58:06,GraphSidecar,"@queenlatifah is often celebrated for her pioneering achievements in hip-hop: She’s the first solo female rapper to have a gold album and, later this year, she will become the first woman rapper to receive a Kennedy Center Honor. But in addition to her four rap albums, Latifah, now 53, has released two jazz albums; hosted two daytime talk shows; and appeared in more than 60 films, many of which she developed with her management and production company, Flavor Unit Entertainment. She was one of CoverGirl’s first full-figured Black models, and later created her own cosmetics line with the brand geared toward women of color. As the star of the spy thriller “The Equalizer,” now approaching its fourth season on CBS, she became one of the first Black female leads on an hourlong network drama.

“These days, Latifah’s wholesome, general-audience appeal can conceal the force of her impact,” writes @emilylordi1 in T’s Greats issue. “But she strategically facilitated several mergers that once seemed highly unlikely and now define our era: between rap and Hollywood, hip-hop and high fashion, Black capitalism and activism.” Read the full profile at the link in our bio, and in print with your @nytimes this weekend. Photos and video by @rahimfortune. Director of photography: Dé Randle (@derandl3). Styled by Ian Bradley (@iancogneato). #TGreatsIssue",19996,376
CyoH2CirYb4,2023-10-20 16:15:40,GraphVideo,"How Israeli Civilians Are Using Tech to Identify Missing People

Brothers and Sisters for Israel formed to protest judiciary reform. After Oct. 7, the group shifted its mission to helping victims of the Hamas attack and, together with volunteers from Israel’s leading technology companies, created a sophisticated data operation to help find out more about those missing, taken hostage or killed.

Tap the link in our bio for the latest updates on the war. Video by David Blumenfeld, Carmit Hoomash, Alexandra Eaton and Meg Felling for The New York Times",20705,3960
Cyn8xgjrZ96,2023-10-20 14:36:36,GraphSidecar,"Around the U.S., parking lots are being set aside for homeless people.

Dozens of lots have opened in the past five years, with new ones being announced every few months, catering to people who can afford a car but not rent. They are sprinkled across the Midwest, reaching as far east as Pennsylvania and North Carolina, and dotting the spine of the Pacific Northwest, providing a safe harbor for a growing cohort of working Americans who are wedged in the unforgiving middle: They earn too little to afford rent but too much to receive government assistance, and have turned their cars into a form of affordable housing. In many cities, the “mobile homeless” now make up a majority of the homeless population.

@callimachir, a Times journalist, and @fremson, a photographer, spent three days documenting a woman living out of her car in Kirkland, Washington. Tap the link in our bio to meet Chrystal Audet, who, despite earning over $72,000 a year, turned to this mobile lifestyle.",85890,2509
Cyn2fTPrIuH,2023-10-20 13:43:30,GraphVideo,"President Biden Reaffirms Support for Israel and Ukraine

President Biden called on Americans on Thursday to stand behind Israel and Ukraine, making the case in a prime-time address that providing military and economic aid to the countries is in the interest of global stability and national security.

The 15-minute speech shifted between two very different global conflicts as the president sought to connect the dots for Americans who are watching wars unfold half a world away. Ukraine and Israel, he said, both face threats of annihilation by tyrants and terrorists.

Tap the link in our bio to learn more about Biden’s speech, only his second delivered from the Oval Office, and to read the full transcript.",32060,11785
CymZZUisgAR,2023-10-20 00:10:11,GraphImage,"Quavo, the rapper, is still struggling to process the loss of his Migos group mate and nephew, Takeoff, who was killed last November. 

Quavo has rarely spoken publicly about his loss, save for a YouTube video posted days ahead of the August release of “Rocket Power,” his second solo album and a definitive statement of grief and purpose that he figured precluded public questioning.

Quavo, 32, said it wasn’t until after the album was done that he had learned he was unintentionally working through an ad hoc version of the stages of grief — anger, sadness, acceptance. Of creating his new album, he said in an interview in The New York Times, it was “the toughest ever.” He continued, “But at the same time, I just knew I had to record, bro, because I don’t know what else.” He paused, adding, “I don’t know what I’d be doing if I didn’t have that microphone in front of me.”

Tap the link in our bio to read @elenabergeron’s full interview with @quavohuncho. Photo by @ryanlowry",11149,276
CymQU5fvKpe,2023-10-19 22:51:56,GraphVideo,"25 years after “Seinfeld” ended, Maya Salam, a New York Times culture reporter, reflects on her love of the show and what it says about adulthood. Tap the link in our bio to listen to more stories like this on the NYT Audio app, available now in the Apple App Store.",14513,515
CymDUbTOfm_,2023-10-19 20:55:19,GraphSidecar,"Thousands of protesters across the Middle East marched on Tuesday night and Wednesday in grief, fury and solidarity with Palestinians after hundreds of Palestinian civilians were feared dead in an explosion at a hospital in Gaza City this week. 

The protesters wore the black-and-white checkered Palestinian scarf known as the kaffiyeh in Tunis (first photo), unfurled giant Palestinian flags in downtown Cairo (fifth photo) and chanted against Israeli occupation in Muscat, the normally sleepy capital of Oman. In Morocco (second photo) and Bahrain, they demanded their countries break off the diplomatic ties with Israel they had established in recent years.

In Lebanon (third photo), they pushed toward the U.S. Embassy there, denouncing the U.S. as an enabler of Israel’s brutality toward civilians in the Gaza Strip. In Istanbul (fourth photo), 80,000 people gathered outside the Israeli Consulate, including some who tried to storm the building with stones, sticks, torches and fireworks.

Tap the link in our bio to read more about how people in neighboring countries are responding to the blast in Gaza City. Photos by Fethi Belaid/Agence France-Presse — Getty Images, Mosa'ab Elshamy/AP, Mosa'ab Elshamy/AP, Umit Bektas/Reuters and Khaled Desouki/Agence France-Presse — Getty Images.",71616,5502
Cyl9O5nvVCu,2023-10-19 20:02:08,GraphSidecar,"There is evidence that global warming has accelerated over the past 15 years rather than growing at a steady pace, writes Zeke Hausfather in an @nytopinion guest essay. “I wouldn’t be making this argument if I didn’t have strong evidence to back it up; the data we’re getting from three sources tells a worrying story about a world warming more quickly than before,” he adds. Until very recently, climate change has been framed as an issue for future generations. But “today it is nearly omnipresent, and it is impossible to ignore,” Zeke writes. “And very soon, with the acceleration, we will experience even more of its effects: Ice sheets and glaciers will melt faster, extreme weather events will become more frequent, and even more plants and animals will be put at risk of extinction.” Click the link in our bio to read more. | 📈 @sarachodoshviz #nytopinion",58763,1334
Cyl1FQLgqKz,2023-10-19 18:50:55,GraphSidecar,"Glasgow, Scotland’s largest city, crackles with character.

It’s a hub of grass-roots energy where art shows, plant sales and film screenings pop up in tenement flats, railway waiting rooms and disused buildings. Once known as the second city of the British Empire, Glasgow struggled to reinvent itself after the closure of its shipyards. Now, cultural hotspots have sprung up in outlying neighborhoods — like pockets of the Southside, for example, or Dennistoun in the East End — and plans are underway to revive the city center. 

Have a trip to Glasgow planned? We've got an itinerary ready for your Scottish adventure. Tap the link in our bio for the full plan. Photos by @robert_ormerod",21984,144
CylwPUJOiFn,2023-10-19 18:08:36,GraphSidecar,"The U.N. has brokered an agreement that lays the groundwork for humanitarian aid to enter Gaza from Egypt, two officials said on Thursday, although the details of how and when the desperately needed food and medicine would be delivered were not immediately disclosed.

Gazans, already living under a blockade by Israel and Egypt, have been increasingly desperate since Israel responded to Hamas’s brutal Oct. 7 terrorist attack with airstrikes and a “complete siege” of the enclave. Nearly half the population has been displaced, according to the U.N., and dwindling essential resources threaten disaster for its more than two million residents.

Gaza health officials said at a news conference that at least 3,785 people had been killed in the enclave since Oct. 7. The figures are believed to include casualties from the hospital explosion in Gaza City. 

Tap the link in our bio to read the latest news on the war.

What's in these photos:

A funeral on Thursday for children who were killed in raids on Khan Younis, a city in the southern Gaza Strip. 📸@samarabuelouf

 Family members grieving during the funeral of Yitzhak Siton, 76, on Wednesday in Hod HaSharon, Israel. 📸@tamirhasacellphone

The scene at Ahli Arab Hospital in Gaza City on Wednesday, a day after hundreds were killed by an explosion at the building. 📸 Mohammed Saber/EPA-EFE/Shutterstock 

Families and their supporters standing outside of Kirya military base in Tel Aviv, holding pictures of kidnapped relatives, on Wednesday. 📸 @avishag_sy

Displaced people taking shelter in a school in Khan Younis, Gaza Strip, on Thursday. 📸 @samarabuelouf

Candles in Dizengoff Square in Tel Aviv, placed in memory of the victims of the Oct. 7 attack by Hamas. 📸 Ahmad Gharabli/AFP via Getty Images",141676,6846
Cyld81uLCv-,2023-10-19 15:28:47,GraphImage,"In Britney Spears’s much-awaited 275-page memoir, “The Woman in Me,” she writes about her career as a teen idol, her struggles that became tabloid fodder, her time under the conservatorship and her eventual push for its termination in 2021, when she regained the right to make her own decisions.

The New York Times obtained a copy of @britneyspears’s book from a retail store in advance of its authorized release. Tap the link in our bio to read the biggest takeaways and surprises. Photo by Valerie Macon/AFP — Getty Images",24896,462
CylW4y3JpCQ,2023-10-19 14:27:47,GraphSidecar,"Hundreds of demonstrators descended on a congressional building in Washington on Wednesday afternoon to demand a cease-fire in the Israel-Hamas war, resulting in an estimated 300 arrests and restricting access to Capitol Hill.

The rally was organized by two progressive Jewish groups, Jewish Voice for Peace and IfNotNow, and about 400 of their members assembled inside the rotunda of the Cannon House Office Building, led by about 25 rabbis reading testimonials from Palestinians in Gaza and reciting prayers. Outside, hundreds more chanted, “Cease-fire now” and sang in Hebrew and English.

Demonstrations are not permitted in congressional buildings. About 300 protesters were arrested, organizers estimated, though the Capitol Police would not comment on the number beyond saying on the social media platform X that three were charged with assault on a police officer. Protesters were restrained with zip ties and led into police vans.

Tap the link in our bio to read more from the protest and for the latest on the ongoing war. Photos by @al_drago",163771,4580
CylHKkmry4L,2023-10-19 12:09:41,GraphSidecar,"Circa Central Park, a shiny, glassy, crescent-shaped condominium in New York City, has become notorious for deadly crashes.

The casualties are brightly colored birds on migrations that would normally take them hundreds or thousands of miles, but their journeys end when they crash into glass they can’t see.

Over the last several decades, as people have fallen in love with floor-to-ceiling windows and light-strewn spaces, birds have suffered the consequences. Now residents are trying to fix the problem, joining a small but determined push to make glass more bird-friendly. 

Read the full story at the link in our bio. Photos by @andreskudacki",33544,608
Cyj4uDuydeN,2023-10-19 00:50:12,GraphImage,"Move over Mariah, Cher has made her first Christmas album.

The 13-track romp of holiday music, titled “Christmas,” is out Friday with guest appearances from Stevie Wonder, Cyndi Lauper and a host of others. Performances are in the works; she is also busy finishing her memoir — which, she said in an interview with The New York Times, is intense and all-consuming. “I’ve lived too long, and done too many things.”

In the interview, @cher touched on her affinity for assisting homeless people — “Just going and sitting down on the sidewalk, talking and interacting; I really loved it” — the time she went to Pakistan to save an elephant (there’s a documentary); and the deaths of her mother and her longtime friend Tina Turner, whom “Christmas” is dedicated to. 

Tap the link in our bio to read the full interview. Photo by @vnina",41230,446
CyjwjxJP0ZU,2023-10-18 23:33:57,GraphVideo,"Devastation in Gaza After Hospital Blast

Still reeling from an explosion outside Ahli Arab Hospital in Gaza City, medical workers spoke of the destruction that left hundreds there dead. “We haven’t seen anything like this in our lives,” said one doctor.

Tap the link in our bio to read more about the explosion at the hospital in Gaza City. Video by @solimanhijjy, @neilacollier, @markandrewboyer and @chevazc",22344,3131
CyjnjJDPqdQ,2023-10-18 22:14:11,GraphSidecar,"The U.S.’s relationship with Israel burst to the forefront of the 2024 presidential campaign when Hamas attacked Israel this month. The Republican candidates all called for the U.S. to back Israel after the attack, but they differ in their long-term policies — including their support, or lack thereof, for a two-state solution.

Swipe to see where the top candidates stand on the issue, and learn more about their views on other key topics — China, climate change, abortion, economic policy, immigration, the war in Ukraine and the indictments of Donald Trump — by tapping the link in our bio.",35111,3126
CyjafIVBQn5,2023-10-18 20:30:02,GraphImage,"A year and a half ago, Gov. Greg Abbott of Texas began busing newly arrived migrants from Texas to large Democratic cities, whose leaders had pledged to provide sanctuary. The state has sent away more than 50,000 migrants, helping to provoke a shelter crisis in several U.S. cities like Denver and Chicago that has reshaped the debate over immigration.

The program is now an organized migrant transportation system that helps alleviate the strain of new arrivals on small border cities at a cost of roughly $75 million, and that number is growing. Still, it has not succeeded in what is perhaps Abbott’s biggest goal: forcing the federal government to adopt more stringent border controls, favored by Republicans.

Now, Abbott is trying to change Texas law to make crossing the border from Mexico without authorization a state crime, allowing the police in Texas to arrest people coming across the Rio Grande, including asylum seekers. The State Senate passed the bill this month during a special legislative session, though it has yet to be approved by the Texas House. Immigration lawyers said the legislation amounted to a violation of the federal government’s pre-emptive role in setting immigration policy.

Tap the link in our bio to read more about Abbott’s new immigration policy. Photos by @veronica_g_cardenas",10811,1104
CyjS07rO6dx,2023-10-18 19:13:07,GraphSidecar,We’ve rounded up 25 of the most exciting restaurants in New Orleans right now. Tap the link in bio to see the full list.,16991,182
CyjLjzqPs-V,2023-10-18 18:09:36,GraphImage,"Each year, more than 6.6 million people worldwide die from strokes, and researchers caution that the incidence is increasing.

Many of the risk factors for stroke that are becoming more common across the globe — high blood pressure, elevated cholesterol and smoking — are also easily treatable. Still, stroke risk can vary, and women in particular have some additional risk factors that may need monitoring.

In the U.S., about 55,000 more women than men will experience a stroke each year, and they're also more likely to die from strokes compared to men.

Read more about the risk factors for women and how strokes can be prevented at the link in our bio.",16807,380
CyjG0Y7rYEo,2023-10-18 17:28:11,GraphSidecar,"Crowds of demonstrators gathered in Washington Square Park on Tuesday amid the ongoing conflict in Israel and Gaza.

The demonstrations started after the news of a devastating explosion at the Ahli Arab Hospital in Gaza City that killed hundreds of people. Anger over the deadly blast also incited protests in cities across the Middle East that stretched into Wednesday morning, bringing defiant crowds to embassies and consulates of countries that demonstrators said were complicit in the humanitarian crisis facing Palestinians in Gaza.

On Wednesday, American and Israeli intelligence said early evidence showed that the deadly explosion was caused by an errant rocket fired by Palestinian fighters.

Tap the link in our bio for the latest updates on the war. Photos by @ahmedgaaber and @kirstenluce",56663,5317
Cyi6qAWrZdZ,2023-10-18 15:43:56,GraphVideo,"Videos Show the Aftermath of the Explosion at the Ahli Arab Hospital

Charred cars lining a parking lot. A courtyard littered with bloodied blankets and backpacks. Tattered clothing where dozens of bodies had lain.

The devastating impact of an explosion at the Ahli Arab Hospital in Gaza City on Tuesday became clearer on Wednesday through videos that witnesses posted to social media.

This is a developing story. Tap the link in our bio for the latest updates.",17545,4277
Cyi0-QKOGxS,2023-10-18 14:52:14,GraphSidecar,"The devastating impact of an explosion at the Ahli Arab Hospital in Gaza City on Tuesday became clearer on Wednesday through videos posted by witnesses on social media. The Health Ministry in Gaza said hundreds of people were killed. Emergency workers were collecting bodies and remains in an effort to identify the dead. 

Palestinian officials blamed the carnage on an Israeli airstrike, an assertion that was disputed by the Israel Defense Forces, which said it was caused by an errant rocket fired by an armed Palestinian faction in Gaza. Neither side’s account could be independently verified immediately, and the cause of the blast and the precise death toll remained unclear.

Many of those killed at the hospital, which is run by the Episcopal Diocese of Jerusalem, were women and children, said Dr. Ashraf al-Qudra, a spokesman for the Health Ministry. He said doctors in another hospital in Gaza City were now performing surgery on patients on the floor or in corridors, often without anesthetic.

Many of the wounded could die because of a severe shortage of medical supplies, water and electricity. Israel has imposed a complete siege of Gaza since last week, cutting off food, water, electricity and fuel.

This is a developing story. Tap the link in our bio for the latest updates. Photos by Abed Khaled/@apnews, Mohammed Al-Masri/Reuters, Mahmud Hams/AFP — Getty Images.",131816,9472
CyiqeamrHeV,2023-10-18 13:21:53,GraphVideo,"“I’m proud to be here,” President Biden said during a meeting with Prime Minister Benjamin Netanyahu of Israel in Tel Aviv on Wednesday. 

While Biden reiterated America’s support for Israel and its right to defend itself, he noted that “Hamas does not represent all the Palestinian people and has brought them only suffering.” 

Biden arrived in Israel for a perilous wartime visit that puts him at the center of a conflict growing bloodier by the day, after a deadly explosion at a hospital in the Gaza Strip for which Palestinians and Israelis traded blame.

We’re covering the war live at the link in our bio.",28498,14326
CyhVgLFpqsH,2023-10-18 00:58:00,GraphSidecar,"Annie Leibovitz is one of the world’s most celebrated and prolific photographers. She’s also quite busy in real estate.

In addition to owning a home in Rhinebeck, New York, Leibovitz has bought and sold several properties in Manhattan. But now resettled downtown, Leibovitz is putting the duplex at 88 Central Park West, a.k.a. the Brentmore, back on the market. 

The four-bedroom, three-bathroom co-op is “priced to sell” at $8.6 million, according to the listing broker, well below what she paid for it nine years ago.

Take a tour through @annieleibovitz’s apartment at the link in our bio. Photos by Evan Joseph for Corcoran and Annie Leibovitz",46298,904
CyhLyusPOkg,2023-10-17 23:34:24,GraphVideo,"Israel and Palestinians Blame Each Other for Blast at Gaza Hospital That Killed Hundreds

Hundreds of people were killed by an explosion at a hospital in Gaza City on Tuesday night where thousands of civilians had been sheltering, a loss of life that inflamed the region.

Gazan health authorities said the blast had been caused by an Israeli airstrike; the Israel Defense Forces said it was caused by a rocket fired by a Palestinian armed group that malfunctioned after launching. Neither assertion could be immediately verified.

Tap the link in our bio for live updates on this developing story.",42473,18081
CyhFh_UPqnX,2023-10-17 22:38:27,GraphSidecar,"Hundreds of people were killed by an explosion at a hospital in Gaza City on Tuesday night where thousands of civilians had been sheltering.

The Gazan health authorities said the blast had been caused by an Israeli airstrike; the Israel Defense Forces said it was caused by a rocket fired by a Palestinian armed group that malfunctioned after launching. Neither assertion could be immediately verified.

The health ministry in Gaza said the number of casualties was expected to rise. Many civilians were sheltering at Ahli Arab Hospital, better known as Al-Ma’amadani, before it was hit. In the past, rockets fired by Palestinian armed groups have occasionally malfunctioned and hit civilian neighborhoods.

This is an updated post on the explosion at a Gaza City hospital that reflects our latest reporting. We deleted an earlier post. For live updates on this developing story go to the link in our bio.",36673,8097
CygukUdyTY-,2023-10-17 19:17:47,GraphImage,"Many women in the U.S. don’t have sufficient amounts of iron in their bodies. And yet the condition, which can affect multiple functions, from immunity to cognition, often goes undiagnosed.

Iron deficiency is rarely tested for in women, which, one expert said, might come down to “the normalization of women’s disorders.” The associated symptoms — like feeling faint, fatigued or irritable — are often seen as a part of life as a woman, he added.

What are the signs of iron deficiency, and should you get your levels checked? Read more at the link in bio.",69142,1653
Cygl2XbuTmK,2023-10-17 18:01:36,GraphSidecar,"More than 600,000 people have fled their homes in Gaza amid Israeli airstrikes and an anticipated ground offensive in retaliation for the brutal attacks Hamas launched in Israel on Oct. 7.
Israeli troops have been massing along the border, but it is unclear when they would enter Gaza. One challenge they would face is that Hamas has taken at least 199 people hostage, according to the Israeli military.
President Biden’s planned visit to Israel on Wednesday would come as conditions in besieged Gaza grow ever more desperate. Early Tuesday morning, the U.S. again expressed hope that it was close to an aid agreement and to establishing “safe zones” in southern Gaza, but what little remains of the enclave’s food, fuel and water supplies were dwindling fast
.
Tap the link in our bio to read the latest news.

What's in these photos:

Israelis with U.S. citizenship boarded a cruise ship to Cyprus, run by the U.S. embassy, on Monday in Haifa, Israel. 📸 @amitelk

Palestinians pulling the wounded and dead from the rubble of a building that was hit by Israeli airstrikes in Khan Younis on Tuesday. 📸 @yousef.masoud92

Officers carrying the coffin of their fellow superintendent Dan Granot on Sunday in Zikhron Ya’akov, Israel. 📸 @amitelk

Dark streets in Khan Younis on Monday. 📸 @samarabuelouf

Israeli soldiers loading a tank as they prepared to move toward the Gaza Strip in Be'eri, Israel, on Saturday. 📸 @sergeyponomarev

Palestinians and dual citizens at the Rafah Border Crossing, waiting for the border to open to cross into Egypt, in the southern Gaza Strip on Monday. @samarabuelouf 

Posters of kidnapped Israelis on a main street in Tel Aviv on Sunday. 📸 @amitelk",35758,2440
CygRVkpLlhb,2023-10-17 15:02:22,GraphImage,We asked sex therapists and researchers which myths they wished would go away. Read the eight they talked about — and how they debunked them — at the link in our bio.,60015,1014
