owner_username,url_code,time_utc,type,caption,likes,comments,is_about_gaza_1,is_about_gaza_2,cluster_id,cosine_score
NYTimes,CyLsykIrUvO,2023-10-09 15:20:36,GraphVideo,"Palestinians in Gaza React to Israeli Retaliation

Israel’s defense minister ordered a “complete siege” of the Gaza Strip on Monday, two days after Hamas, the Palestinian militant group that controls the Gaza Strip, launched a surprise attack on Israel.

In Gaza, residents reacted to the unfolding events with a great deal of shock and surprise. Amid the rubble of buildings hit by retaliatory Israeli airstrikes, some Palestinians described Hamas’s attack as “unimaginable” and “unprecedented.”

This is a developing story. Tap the link in our bio for live updates. Video by Mona El-Naggar, Soliman Hijjy, Kassie Bracken and Isabelle Qian for The New York Times",68024,4380,True,True,ins_9,0.8580718698292175
NYTimes,CyJSg52O2O1,2023-10-08 16:50:47,GraphVideo,"More Than 900 Dead as Israel Warns of Long War

Prime Minister Benjamin Netanyahu of Israel warned on Sunday of a “long and difficult war” ahead, a day after Palestinian militants launched one of the biggest attacks on the country in years from the Gaza Strip. Thousands of rockets were fired into central and southern parts of Israel as heavily armed gunmen crossed border fences into Israeli communities.

Israel responded with heavy airstrikes on Gazan cities, which continued into Sunday morning. Hamas, the militant group that controls Gaza, continued to fire rockets into Israel overnight.

A senior Israeli defense official said that an early assessment showed that about 600 Israelis were believed to have been killed on Saturday. The official spoke on condition of anonymity because the official was not authorized to speak publicly. At least 370 Palestinians have been killed, according to the Gaza Health Ministry.

President Biden on Saturday condemned the surprise assault, warning Iran and other nations hostile to Israel not to join the fighting.

“Let me say this as clearly as I can,” Biden said during remarks that lasted just under three minutes. “This is not a moment for any party hostile to Israel to exploit these attacks to seek advantage.”

This is a developing story. Follow live updates at the link in our bio.",88120,5165,True,True,ins_9,0.823547697905493
NYTimes,CyGoENuOtKY,2023-10-07 16:00:43,GraphSidecar,"Israel battled on Saturday to repel one of the broadest invasions of its territory in 50 years after Palestinian militants from Gaza launched an enormous and coordinated early-morning assault on southern Israel, infiltrating several Israeli towns and army bases, kidnapping Israeli civilians and soldiers, and firing thousands of rockets toward cities as far away as Jerusalem.

By early evening, the Israeli military said fighting continued in at least five places in southern Israel, around 70 Israelis had been reported dead by emergency medical groups, and Israel had retaliated with huge strikes on Gazan cities. At least 198 Palestinians were killed in either gun battles or airstrikes, the Gazan Health Ministry said.

The Hamas militants behind the attack also took Israelis hostage, the chief spokesman for the Israeli military, Rear Adm. Daniel Hagari, said. 

In an assault without recent precedent in its complexity and scale, the militants crossed into Israel by land, sea and air, according to the Israeli military, leading to some of the first pitched battles between large groups of Israeli and Arab forces on Israeli soil in decades. As of early evening there were the two main battles taking place, near the towns of Ofakim and Beeri, Admiral Hagai said.

All told, the Israeli military said that the militants had entered at least 22 Israeli towns, abducting soldiers and civilians, including an older grandmother. Residents of Israeli border towns told broadcasters that gunmen were moving door to door, looking for civilians. Unverified footage appeared to show Palestinian fighters transporting captured Israeli civilians and bodies through the strip.

“We are at war and we will win it,” Prime Minister Benjamin Netanyahu of Israel said in a televised statement, announcing a call-up of Israeli military reservists.

This is a developing story. Follow live updates at the link in our bio. This post has been updated with additional images. Photos by @samarabuelouf, @tamirhasacellphone, Mohammed Fayq Abu Mostafa/Reuters and Ahmad Gharabli/Agence France-Presse — Getty Images",93917,6596,True,True,ins_9,0.8613959832677917
WSJ,Cy4TNBSrAHp,2023-10-26 23:00:31,GraphSidecar,"In the sun-torched plains of southern Israel, thousands of soldiers wait for the go-ahead from politicians and commanders to do what the Israeli military has trained for years to do: fight in the Gaza Strip.⁠
⁠
The Israeli military built a replica of a generic Palestinian village at a base in the Negev Desert in 2006 nicknamed “Little Gaza.” Known officially as the Urban Training Center, it’s where soldiers train for combat against armed terrorists in narrow streets and a labyrinth of tunnels.⁠
⁠
On Wednesday afternoon, a group of Israeli soldiers took part in a penetration drill, practicing how to invade the village from the desert. From a berm on the edge of the simulated town, they moved among minarets protruding from mosques and rectangular, white houses, some painted with graffiti depicting the late Yasser Arafat, and young men throwing rocks.⁠
⁠
In the distance, a missile from an Israeli air-defense system left a trail in the sky as it intercepted what appeared to be a rocket fired from Gaza, a reminder of the war the soldiers could soon be joining across the border, 12 miles away.⁠
⁠
Read more at the link in our bio.⁠
⁠
📷: @habjouqa / NOOR Images for @wsjphotos",6713,1307,True,True,ins_9,0.7477151897525962
WSJ,CygTFxSMlLw,2023-10-17 15:20:37,GraphVideo,"The Israeli military said Tuesday it attacked 200 targets in Gaza overnight, a day before President Biden is expected to visit Israel.⁠
⁠
Gaza health officials said 2,808 Palestinians have been killed in the enclave.⁠
⁠
Follow live coverage.",3779,1230,True,True,ins_9,0.8006510038867528
WSJ,CyTUg4CNvLN,2023-10-12 14:23:01,GraphVideo,"Israel launched more than 80 airstrikes on targets across Gaza, the Israeli Air Force said, as the military has embarked on a campaign to dismantle Hamas.⁠
⁠
The Israel Defense Force released footage it said showed strikes targeting Hamas positions.⁠
⁠
Follow live coverage at the link in our bio.⁠
⁠
Photo: Rizek Abdeljawad/ZUMA Press",4061,799,True,True,ins_9,0.7806022425779341
WSJ,CyRnGdoOjaT,2023-10-11 22:23:56,GraphImage,"The moment has arrived to recognize that for the adversaries of the free world, killing innocent civilians is the new normal, writes Daniel Henninger for @wsjopinion.

Hamas fighters on the ground explicitly targeted Israeli civilians for killing. Israelis were shot while driving along the street. They were pulled from their homes and killed. Hamas carried out the mass murder of some 260 people at the Tribe of Nova music festival.

Vladimir Putin, a purported friend of Israel, has said little, other than blaming a failure of U.S. policy in the Middle East. No surprise there. What Hamas did to the Israelis is what Putin has been doing to civilians in Ukraine for almost two years.

Since the February 2022 invasion, it is estimated that about 10,000 Ukrainian civilians have been killed. Russia has killed hundreds with missiles fired into residential areas of Ukrainian cities and towns. It has targeted schools, hospitals and food markets.

These civilian deaths—by Hamas in Israel and Russia in Ukraine—are not collateral damage from urban warfare. They are part of the war plan, thought out by calm men sitting around a table, in Moscow or Beirut, looking at maps and civilian targets. Crimes against humanity are becoming normalized.

Our adversaries—Russia, Iran, China and North Korea—will continue the mass killing of civilians and hostage-taking as a strategic policy until the U.S. decisively counters this awful new normal.

Read more at the link in @wsjopinion’s bio.

Photo: Ohad Zwigenberg/AP",6052,1358,True,True,ins_9,0.6586950601567273
WSJ,CyONXp8Mdeu,2023-10-10 14:44:18,GraphVideo,"Israeli airstrikes reduced parts of Gaza to rubble in response to the biggest attack by Palestinian militants on Israel in decades.⁠
⁠
On Monday, the Israeli military said it had retaken control of towns in Israel's south from Hamas and would impose a full siege of the Palestinian enclave.⁠
⁠
Follow live coverage at the link in our bio.⁠
⁠
Photo: Belal Al Sabbagh/AFP/Getty Images",12196,1624,True,True,ins_9,0.7754686247231979
WSJ,CyLsgz9sud9,2023-10-09 15:18:43,GraphVideo,"Drone footage showed abandoned and damaged cars at the site of an Israeli music festival on the Gaza border that was attacked by Hamas militants on Saturday as part of a surprise coordinated assault.⁠
⁠
An Israeli rescue service said more than 250 people were found dead at the site.⁠
⁠
Israel declared war on Hamas and launched a powerful wave of retaliatory strikes on Gaza.⁠
⁠
Follow our live coverage at the link in our bio.",24090,1788,True,True,ins_9,0.7749573991550144
WSJ,CyGa8b6NgB-,2023-10-07 14:06:13,GraphImage,"Palestinian militants on Saturday launched the biggest attack on Israel in years, sending fighters over the border from Gaza and firing thousands of rockets.

Militant group Hamas launched a sustained barrage of more than 5,000 rockets in a coordinated attack by land, sea and air.

Israeli Prime Minister Benjamin Netanyahu said the country was ""at war"" as the military launched retaliatory strikes against Hamas targets in Gaza.

Israel's emergency services said 40 people have been killed in the surprise attacks from Gaza and hundreds more injured.

At least 270 Palestinians have been killed and over 1,000 injured, according to Palestinian medical authorities.

Air-raid sirens sounded in Jerusalem, while explosions were heard in Tel Aviv.

Read the latest at the link in our bio.

Photo: Mohammed Salem/Reuters",22263,1265,True,True,ins_9,0.8836168068971442
Reuters,CzFCKXsuKXG,2023-10-31 21:42:18,GraphVideo,"Why are Hamas tunnels under Gaza City a key battlefield for Israel?
 
The tunnels under Gaza are a prime objective for Israel as it expands a ground offensive into Gaza from the north to hit Hamas in retaliation for the Islamist group’s deadly surprise attack into southern Israel on Oct. 7.
 
Health authorities in Hamas-run Gaza say that 8,525 people, including 3,542 children, have been killed in Israeli attacks since Oct. 7. About 1,400 people, mainly civilians, were killed in the cross-border Hamas assault on Oct. 7, Israel says.
 
Reuters has been unable to independently verify casualty counts.
 
🔗 Read about Israel’s latest incursion in Gaza City at our link in bio.
 
#Reuters #video #videonews #topstories #topnews #Israel #Israelis #Hamas #Palestinians #Palestinianterritories #Palestinian #Hamasattack #conflict #Gaza #IsraelHamas #IsraelHamaswar #IsraelHamasconflict  #GazaCity #refugee #refugeecamp #Hamastunnels",2848,819,True,True,ins_9,0.8266767599583363
Reuters,Cy9LNhQOuPx,2023-10-28 20:26:51,GraphImage,"Smoke rises over Gaza, as seen from the Israeli side of the border on October 28, 2023.
 
Israeli forces started the second phase of the war against Hamas militants with troops inside the strip. Prime Minister Benjamin Netanyahu vowed to ""destroy the enemy above ground and below ground.""

Gaza's besieged people had barely any communications with the outside world since Friday evening as Israeli jets dropped more bombs.
 
Israel has blockaded and bombarded Gaza for three weeks after Hamas' Oct. 7 assault killed 1,400 Israelis in the deadliest day of the nation's 75-year history.

🔗 Read the latest on the Israel-Hamas war at our link in bio. 📷 Amir Cohen #Israel #Gaza #war #conflict #reuters #reutersphotos",4693,720,True,True,ins_9,0.8387677367508157
Reuters,CyybeCGLGRB,2023-10-24 16:17:16,GraphImage,"Palestinians stand at the site of an Israeli strike on a house in Khan Younis, in the southern Gaza Strip, October 24, 2023.
 
More than 700 Palestinians were killed in overnight Israeli air strikes, Gaza's health ministry said on Tuesday, the highest 24-hour death toll since Israel began a bombing campaign to crush Hamas militants who stunned the country with a deadly Oct. 7 attack.
 
Israel said it had killed dozens of Hamas fighters in the overnight strikes on the besieged enclave but said its war to destroy the Islamist group would take time.
 
🔗 Read the latest on the Israel-Hamas war at our link in bio. 📷 @Ibraheem_Abu_Mustafa #Israel #Gaza #reuters #reutersphotos",3096,439,True,True,ins_9,0.8919840081908265
Reuters,CyodHdluz3-,2023-10-20 19:20:11,GraphVideo,"Israeli Defense Minister Yoav Gallant told troops gathered at the Gaza border they would soon see the Palestinian enclave “from inside,” suggesting an expected ground invasion with the aim of annihilating Hamas could be near.
 
Israel has vowed to wipe out the Hamas Islamist group that rules Gaza, after its gunmen burst through the barrier fence surrounding the enclave on Oct. 7 and rampaged through Israeli towns and kibbutzes, killing 1,400 people, mainly civilians.
 
The Palestinian health ministry said Israeli air strikes have killed at least 4,137 Palestinians in Gaza, including hundreds of children, and wounded 13,000 since Oct. 7.
 
🔗 Read more at our link in bio.
 
#Reuters #video #videonews #topstories #topnews #Israel #Israelis #Hamas #Palestinians #Palestinianterritories #Palestinian #Hamasattack #conflict #Gaza #IsraelHamas #IsraelHamaswar #IsraelHamasconflict",8409,1303,True,True,ins_9,0.8790390361493926
Reuters,CyhC7OLxOSy,2023-10-17 22:16:55,GraphVideo,"Gaza authorities said an Israeli air strike on Tuesday killed about 500 people at a hospital in the Palestinian enclave, but Israel said a Palestinian militant rocket had caused the blast.
 
The death toll was by far the highest of any single incident in Gaza during Israel’s intense 11-day bombing campaign, triggering protests in the occupied West Bank, Istanbul and Amman. 
 
The health minister in the Hamas-run government of Gaza, Mai Alkaila, accused Israel of “a massacre” at Al-Ahli al-Arabi Hospital. A spokesperson for the Israeli military said analysis by its operational system showed “an enemy rocket barrage” aimed at Israel was passing the hospital at the time of the strike and blamed the Palestinian Islamic Jihad militant group.
 
A Gaza health ministry official said 500 people were killed. Hamas said the blast mostly killed displaced people.
  
Israeli Prime Minister Benjamin Netanyahu said “barbaric terrorists” in Gaza had attacked the Gaza hospital, not Israel’s military.
 
🔗 Read more at our link in bio.
 
#Reuters #video #videonews #topstories #topnews #Israel #Israelis #Hamas #Palestinians #Palestinianterritories #Palestinian #Hamasattack #conflict #Gaza #IsraelHamas #IsraelHamaswar #IsraelHamasconflict",8586,1716,True,True,ins_9,0.833694597825672
Reuters,CyTpQtZuok2,2023-10-12 17:24:11,GraphVideo,"Misinformation has spread online in the wake of Hamas’ Oct. 7 surprise attack on Israel. Reuters examines one of the false videos.
 
Public broadcaster Kan said the Israeli death toll had risen to more than 1,300. Most were civilians gunned down in their homes, on the streets or at a dance party. Scores of Israeli and foreign hostages were taken back to Gaza.
 
Israel has responded so far by putting Gaza, home to 2.3 million people, under total siege and launching by far the most powerful bombing campaign in the 75-year-old history of the Israeli-Palestinian conflict, destroying whole neighbourhoods. Gaza authorities said more than 1,400 Palestinians have been killed and more than 6,000 have been wounded.
🔗 Read more about the Israel-Hamas war at our link in bio.
 
#Reuters #video #videonews #topstories #topnews #Israel #Israelis #Hamas #Palestinians #Palestinianterritories #Palestinian #Hamasattack #conflict #Gaza #IsraelHamas #IsraelHamaswar #IsraelHamasconflict",48182,3258,True,True,ins_9,0.9051934783533632
Reuters,CyOLxWHL_6d,2023-10-10 14:27:24,GraphSidecar,"Photo 1: A view shows houses and buildings that were destroyed by Israeli strikes in Gaza City, October 10, 2023. 📷 Shadi Tabatibi
 
Photo 2: Israeli soldiers inspect abandoned burnt cars following an attack by Hamas gunmen from Gaza that killed at least 260 people at a nearby music festival, by Israel's border with Gaza in southern Israel, October 10, 2023. 📷 Ronen Zvulun
 
Israel pounded the Gaza Strip with the fiercest air strikes in its 75-year conflict with the Palestinians, razing whole districts to dust despite a threat from Hamas militants to execute a captive for each home hit.
 
Across the barrier wall surrounding the strip, Israeli soldiers were collecting the last of the dead four days after Hamas gunmen rampaged through towns in by far the deadliest attack in Israel's history. 🔗 Read the latest developments about the war at our link in bio.",6323,448,True,True,ins_9,0.8745111221937997
Reuters,CyLpEh1LTit,2023-10-09 14:45:42,GraphImage,"A rescuer works to remove Palestinian casualties from under the rubble of a house destroyed by Israeli strikes in Rafah in the southern Gaza Strip, October 9, 2023. 
 
The Israeli military struck hundreds of Hamas and Islamic Jihad targets in the Gaza Strip overnight and had sent four combat divisions south where it continued to battle the Islamist militants. 
 
Israeli forces and Hamas are fighting at seven or eight locations near Gaza two days after after Hamas gunmen launched the deadliest raid into Israeli territory since Egypt and Syria's attacks in the Yom Kippur war 50 years ago. 
 
🔗 Read the latest on the Israel-Hamas war at our link in bio. 📷 Ibraheem Abu Mustafa",9857,906,True,True,ins_9,0.8661351002930284
Reuters,CyGgKmlroTJ,2023-10-07 14:51:41,GraphImage,"A man runs from fire after rockets were launched from the Gaza Strip, in Ashkelon, Israel, October 7, 2023. 

Palestinian Islamist group Hamas launched the biggest attack on Israel on Saturday, killing at least 100 people and claiming it had taken dozens of hostages in a surprise assault combining gunmen crossing into Israel and a barrage of rockets fired from Gaza.

The attack marks an unprecedented infiltration into Israel by an unknown number of Hamas gunmen crossing from the Gaza Strip, and the heaviest blow for Israel in the conflict with Palestinians since the suicide bombings of the Second Intifada some two decades ago. 🔗 Read more at our link in bio 📷 Amir Cohen",11025,989,True,True,ins_9,0.7087955115168116
NYTimes,CzOmgnMucBH,2023-11-04 14:52:26,GraphSidecar,"On Oct. 7, Hamas terrorists staged a surprise attack on Israel, killing roughly 1,400 people in their homes, at a music festival and on the streets. 

For most, the threat dawned immediately. Israelis retreated to safe rooms, monitoring pleas for help they could not answer on WhatsApp, or worrying for hours with no news of loved ones. The events still haunt those who survived. 

Tap the link in our bio to read their stories. Photos by @avishag_sy",83856,16056,True,True,ins_9,0.7932440879749636
NYTimes,CzHw1oVPHju,2023-11-01 23:09:45,GraphVideo,"Tracking the Start of the Israeli Invasion of Northern Gaza

After an air campaign that killed thousands of Palestinians, Israel began a ground assault, but it took hours for outside observers to understand what was happening. Satellite imagery taken on Oct. 30 shows the substantial scale of one of Israel’s main advances into northern Gaza, where hundreds of armored vehicles have pushed miles past the border into urban areas on the outskirts of Gaza City.

More than 8,000 Palestinians have been killed in airstrikes since Israel began retaliating, according to Gaza’s Hamas-run ministry of health. Tap the link in our bio to read the full story.",18670,4107,True,True,ins_9,0.8666000183655519
NYTimes,CzHDrqOr4R9,2023-11-01 16:33:26,GraphSidecar,"Tens of thousands of buildings in Gaza, including at least a quarter of all buildings in northern Gaza, appear damaged or destroyed, according to an analysis of satellite imagery. The assessment offers a newly detailed picture of the widespread devastation caused by the Israeli bombardment of Gaza in the past several weeks.

While only an estimate, the spatial analysis indicates the enormous destructiveness of Israel’s bombing campaign, which has become one of the most intense of the 21st century. Israeli strikes in Gaza have killed more than 8,000 people, according to Gazan health officials.

We’re covering the war live at the link in our bio.",21336,3267,True,True,ins_9,0.801120439950409
WSJ,CzmFw0svWpA,2023-11-13 17:50:50,GraphVideo,"Israel struck southern Lebanon on Monday after at least one of its civilians was killed by missiles launched from Lebanon on Sunday. Several other civilians and soldiers were injured.⁠
⁠
The Lebanese militant group Hezbollah claimed responsibility for Sunday's attack. The Israeli government issued warnings to Hezbollah, with Prime Minister Benjamin Netanyahu calling the group a “war target.”⁠
⁠
Follow live coverage at the link in our bio.⁠
⁠
Photo: Hussein Malla/AP",7809,903,True,True,ins_9,0.5860386115676878
WSJ,CzWizLqMdwS,2023-11-07 16:56:32,GraphVideo,"United Nations Secretary-General António Guterres said ""Gaza is becoming a graveyard for children.""⁠
⁠
Some 4,000 of those killed in the Gaza Strip are below the age of 18, according to the Hamas-controlled health ministry there.⁠
⁠
Israel said 24 soldiers have been killed in Gaza and elsewhere since the start of ground operations. More than 1,400 people in Israel died in the attacks that sparked the war, Israeli officials said.⁠
⁠
Read more at the link in our bio.⁠
⁠
Photo: Yasser Qudih/ZUMA Press",6322,1411,True,True,ins_9,0.7124844872644615
WSJ,CzJkuuHMeM4,2023-11-02 16:03:41,GraphVideo,"Hamas released footage it said shows militants dropping explosives and fighting Israeli troops in Gaza. The Israeli military also released videos of its operations in the Palestinian enclave.⁠
⁠
Photo: Al-Qassam Brigades/Storyful⁠
⁠
Follow live coverage at the link in our bio.",4495,1027,True,True,ins_9,0.8120187766854465
WSJ,CzG7Z9NMbvM,2023-11-01 15:24:03,GraphVideo,"Footage released by Hamas shows what it says are armed militants climbing out of a tunnel and exchanging fire with the Israeli military in northern Gaza.⁠
⁠
Follow live coverage at the link in our bio.",10152,1551,True,True,ins_9,0.7176751548659897
Reuters,CzL7SijL7rp,2023-11-03 13:56:20,GraphImage,"Palestinians gather at the site of Israeli strikes on houses in Maghazi, in the central Gaza Strip, November 3, 2023. Israeli forces on Thursday encircled Gaza City - the Gaza Strip's main city - in their assault on Hamas, the military said, but the Palestinian militant group resisted their drive with hit-and-run attacks from underground tunnels.
 
The city in the north of the Gaza Strip has become the focus of attack for Israel, which has vowed to annihilate the Islamist group's command structure in response to Hamas's attack on southern Israel on Oct. 7, and has told civilians to flee to the south. 
 
🔗 Read more at our link in bio. 📷 Mohammed Fayq Abu Mostafa  #Gaza #Israel #reuters #reutersphotos",3707,812,True,True,ins_9,0.806226215634624
Reuters,CzHcfULLqwo,2023-11-01 20:10:15,GraphImage,"Israeli soldiers from the IDF's Home Front Command recover an Israeli flag as they search damaged cars for human remains and other evidence on a field near Netivot in southern Israel, November 1, 2023. 
 
Israeli forces killed another Hamas commander on Wednesday in their second strike on Gaza's largest refugee camp in two days, the military said, as the first group of civilian evacuees from the besieged enclave crossed into Egypt.
 
Pressing their offensive against Hamas militants, Israel again bombed the densely populated Gaza Strip from land, sea and air in its campaign to destroy the Islamist group after its deadly cross-border rampage into southern Israel on Oct. 7. 
 
🔗 Read more at our link in bio. 📷 Amir Cohen #Israel #reuters #reutersphotos #Hamas",5038,1275,True,True,ins_9,0.8590528852535735
NYTimes,CzEqpU4Ohz1,2023-10-31 18:22:13,GraphVideo,"For weeks, Tasneem Ismael Ahel, a 19-year-old Palestinian college student trapped in Gaza City, has been documenting the effects of Israeli bombardment on her hometown for The New York Times, sharing her firsthand accounts of the war through voice recordings sent via WhatsApp.

A video shared with The Times shows that the multi-story apartment that housed Tasneem, her parents, her five younger siblings and her extended family was destroyed, the roof and walls crumbled into thick concrete pieces scattered on top of each other.

Read the latest updates from the war at the link in our bio.",12249,2482,True,True,ins_2,0.7316223451093551
