datetime,url,title,owner_username,cluster_id,cosine_score
2023-11-05 00:01:00,https://www.wsj.com/world/middle-east/israel-steps-up-arrests-in-the-west-bank-in-wake-of-hamas-attacks-1d7f5c92?page=7,Israel Steps Up West Bank Arrests in Wake of Hamas Attacks,WSJ,news_10,0.6989248733821354
2023-11-04 00:01:00,https://www.wsj.com/world/middle-east/hamas-weapons-israel-invasion-gaza-aff4247d?page=7,Hamas Has Deadlier Weapons Than the Last Time Israel Invaded Gaza,WSJ,news_10,0.7354564524227882
2023-11-03 18:48:00,https://www.wsj.com/articles/israel-gaza-hamas-pause-antony-blinken-joe-biden-5265b7fd?page=7,Opinion: An Israeli ‘Pause’ Would Help Hamas,WSJ,news_10,0.8461682510273506
2023-11-03 00:01:00,https://www.wsj.com/world/middle-east/israel-morgue-identify-victims-hamas-507f1f80?page=7,"Israel’s Quest to Identify Every Victim of Hamas Leaves Scientists Exhausted, Traumatized",WSJ,news_10,0.7468259737573447
2023-11-02 13:12:00,https://www.wsj.com/articles/how-hamas-won-hearts-and-minds-on-the-american-left-1abafc2f?page=8,Opinion: How Hamas Won Hearts and Minds on the American Left,WSJ,news_10,0.814199223426365
2023-11-01 18:13:00,https://www.wsj.com/world/middle-east/israels-new-calculus-strike-hamas-at-all-costs-b6b3196f?page=8,Israel’s New Calculus: Strike Hamas at All Costs,WSJ,news_10,0.7944086553568708
2023-11-01 00:02:00,https://www.wsj.com/politics/national-security/u-s-all-but-stopped-spying-on-hamas-in-years-after-9-11-ebe8d61d?page=8,U.S. All but Stopped Spying on Hamas in Years After 9/11,WSJ,news_10,0.7284017898808137
2023-10-31 18:10:00,https://www.wsj.com/articles/a-u-s-ultimatum-for-qatar-stop-sheltering-hamas-4a62c002?page=8,Opinion: A U.S. Ultimatum for Qatar: Stop Sheltering Hamas,WSJ,news_10,0.7661789729398335
2023-10-30 17:40:00,https://www.wsj.com/articles/hamass-second-stage-strategy-palestinians-gaza-civilian-casualties-israel-hamas-a63b6abc?page=9,Opinion: Hamas’s Second-Stage Strategy,WSJ,news_10,0.8260362355102946
2023-10-28 11:02:00,https://www.wsj.com/articles/israel-hamas-video-screening-gaza-tsach-saar-31ed88ab?page=10,Opinion: Hamas Puts Its Pogrom on Video,WSJ,news_10,0.7723157044340123
2023-10-25 10:59:00,https://www.wsj.com/world/middle-east/behind-hamass-piecemeal-hostage-strategy-ff60fa97?page=11,Behind Hamas’s Piecemeal Hostage Strategy,WSJ,news_10,0.8529670102273211
2023-10-24 18:18:00,https://www.wsj.com/articles/a-hamas-hostages-work-in-africa-a56e288b?page=11,Opinion: A Hamas Hostage’s Work in Africa,WSJ,news_10,0.7995694114389995
2023-10-23 19:49:00,https://www.wsj.com/world/middle-east/talks-to-release-hostages-held-up-over-hamas-demand-for-fuel-fcc29267?page=12,Hamas Sets Free Two More Hostages but Talks Held Up Over Release of Larger Group,WSJ,news_10,0.6181299439157272
2023-10-23 13:17:00,https://www.wsj.com/articles/israel-needs-unconditional-surrender-from-hamas-c56d725d?page=12,Opinion: Israel Needs Unconditional Surrender From Hamas,WSJ,news_10,0.7776967331030212
2023-10-22 13:15:00,https://www.wsj.com/articles/hamas-mortally-threatens-israels-existence-1a805475?page=13,Opinion: Hamas Mortally Threatens Israel’s Existence,WSJ,news_10,0.8384607315208701
2023-10-21 03:23:00,https://www.wsj.com/world/middle-east/israel-evacuates-city-near-lebanon-border-as-it-hits-scores-of-targets-in-gaza-e9bf2468?page=13,Two American Hostages Released as U.S. Pressures Israel to Delay Gaza Invasion,WSJ,news_10,0.6800578661212398
2023-10-21 00:01:00,https://www.wsj.com/world/middle-east/hamass-gaza-chief-once-a-high-profile-prisoner-in-israel-is-now-a-dead-man-walking-c34e741a?page=13,"Hamas’s Gaza Chief, Once a Prisoner in Israel, Is Now a ‘Dead Man Walking’",WSJ,news_10,0.7668315186146212
2023-10-20 17:56:00,https://www.wsj.com/articles/why-hamas-atrocities-lead-the-left-to-hate-israel-more-15abdc6?page=13,Opinion: Why Hamas Atrocities Lead the Left to Hate Israel More,WSJ,news_10,0.7531903463348402
2023-10-20 12:00:00,https://www.wsj.com/finance/why-hamas-uses-crypto-to-raise-money-b40597ec?page=13,Why Hamas Uses Crypto to Raise Money,WSJ,news_10,0.6373502734285129
2023-10-20 09:34:00,https://www.wsj.com/articles/irans-relationship-to-the-hamas-attacks-in-israel-a08f88a?page=14,Opinion: Iran’s Relationship to the Hamas Attacks in Israel,WSJ,news_10,0.8208406019051702
2023-10-19 16:58:00,https://www.wsj.com/articles/how-hamas-caught-u-s-and-israeli-intelligence-unaware-f6ff3005?page=14,Opinion: How Hamas Caught U.S. and Israeli Intelligence Unaware,WSJ,news_10,0.822782589125255
2023-10-19 16:54:00,https://www.wsj.com/articles/crypto-and-hamas-why-elizabeth-warren-is-wrong-c1a34d?page=14,Opinion: Crypto and Hamas: Why Elizabeth Warren Is Wrong,WSJ,news_10,0.5455487708028685
2023-10-19 11:09:00,https://www.wsj.com/world/middle-east/hamas-gaza-humanitarian-aid-diverted-cf356c48?page=14,How the West—and Israel Itself—Inadvertently Funded Hamas,WSJ,news_10,0.763493827905739
2023-10-18 18:45:00,https://www.wsj.com/articles/gaza-hospital-hamas-israel-palestine-president-biden-91892b9c?page=15,Opinion: Hamas’s Hospital Lie and the Laws of War,WSJ,news_10,0.8213695546376748
2023-10-17 18:15:00,https://www.wsj.com/articles/hamas-war-shows-us-what-american-universities-stand-for-d6b17314?page=15,Opinion: Hamas War Shows Us What American Universities Stand For,WSJ,news_10,0.7370758171872054
2023-10-17 13:29:00,https://www.wsj.com/articles/why-its-obvious-iran-approved-hamas-attack-khamenei-nuclear-deal-f394c477?page=16,Opinion: Why It’s Obvious Iran Approved Hamas’s Attack,WSJ,news_10,0.7821163778470872
2023-10-17 13:27:00,https://www.wsj.com/articles/israel-must-follow-the-laws-hamas-violates-war-terrorism-middle-east-19276a22?page=16,"Opinion: Israel Must Follow the Laws of War, Which Hamas Violates",WSJ,news_10,0.771683834443292
2023-10-17 12:17:00,https://www.wsj.com/world/middle-east/israel-hamas-attack-kibbutz-survived-4057fb1f?page=16,"When Hamas Attacked, This Israeli Kibbutz Fought Back and Won",WSJ,news_10,0.8007696780107364
2023-10-17 11:30:00,https://www.wsj.com/articles/hamas-massacre-war-israel-gaza-178d78e9?page=16,Opinion: Will the World Face Up to Hamas’s Atrocities?,WSJ,news_10,0.7774602184050822
2023-10-16 18:35:00,https://www.wsj.com/articles/israel-hamas-gaza-civilians-united-nations-1222797b?page=16,"Opinion: Palestinian Lives Matter, Except to Hamas",WSJ,news_10,0.7471873905547356
2023-10-16 18:32:00,https://www.wsj.com/articles/chicago-city-council-israel-resolution-debra-silverstein-hamas-black-lives-matter-c1b19dc9?page=16,Opinion: Hamas and Black Lives Matter in Chicago,WSJ,news_10,0.6453929117983697
2023-10-16 13:20:00,https://www.wsj.com/world/middle-east/hamas-militant-group-palestine-israel-attack-58738d3f?page=17,What Is Hamas? What to Know About the Militant Group Fighting Israel,WSJ,news_10,0.831438034935648
2023-10-16 12:52:00,https://www.wsj.com/articles/israels-siege-of-hamas-is-no-war-crime-da6f5659?page=17,Opinion: The Siege of Hamas Is No War Crime,WSJ,news_10,0.7709768738056941
2023-10-16 00:00:00,https://www.wsj.com/world/middle-east/in-chinas-calls-for-mideast-peace-hamas-assault-goes-unmentioned-b4e0c382?page=17,"In China’s Calls for Mideast Peace, Hamas Assault Goes Unmentioned",WSJ,news_10,0.784575525408936
2023-10-16 00:00:00,https://www.wsj.com/world/middle-east/violence-surges-in-the-west-bank-following-gaza-attack-on-israelis-f1393059?page=17,Violence Surges in the West Bank Following Hamas Attack on Israelis,WSJ,news_10,0.7818930402695476
2023-10-15 14:58:00,https://www.wsj.com/articles/enablers-of-hamas-should-take-gaza-refugees-c7c4b44c?page=17,Opinion: Hamas’s Enablers Should Take Gaza Refugees,WSJ,news_10,0.729463311109132
2023-10-15 00:05:00,https://www.wsj.com/world/hamas-attack-ends-a-delicate-entente-between-russia-and-israel-b5745a20?page=18,Hamas Attack Ends a Delicate Entente Between Russia and Israel,WSJ,news_10,0.6841554006554734
2023-10-14 15:04:00,https://www.wsj.com/world/middle-east/hamas-fighters-orders-kill-as-many-people-as-possible-2a6abff8?page=18,Hamas Fighters’ Orders: ‘Kill as Many People as Possible’,WSJ,news_10,0.6842073832310998
2023-10-14 14:29:00,https://www.wsj.com/world/middle-east/israel-aims-to-destroy-hamas-what-comes-next-for-gaza-is-unclear-90962ed2?page=18,Israel Aims to Destroy Hamas. What Comes Next for Gaza Is Unclear.,WSJ,news_10,0.7847076744779398
2023-10-13 17:21:00,https://www.wsj.com/articles/hamas-targets-jews-but-slaughters-indiscriminately-foreign-workers-murder-1794af?page=18,Opinion: Hamas Targets Jews but Slaughters Indiscriminately,WSJ,news_10,0.7717606828045998
2023-10-13 01:51:00,https://www.wsj.com/world/middle-east/hamas-attack-on-israel-defies-efforts-to-neutralize-iran-92e447cd?page=19,Hamas Attack on Israel Defies Efforts to Neutralize Iran,WSJ,news_10,0.7394629088292911
2023-10-12 20:10:00,https://www.wsj.com/politics/policy/donald-trump-criticizes-benjamin-netanyahu-as-israel-wages-war-with-hamas-3ef4ec7a?page=19,Trump Criticizes Netanyahu as Israel Wages War With Hamas,WSJ,news_10,0.6760553614356054
2023-10-12 17:17:00,https://www.wsj.com/articles/hamas-violence-is-another-european-policy-failure-4f69bcf7?page=20,Opinion: Hamas’s Violence Is Another European Policy Failure,WSJ,news_10,0.7773674790834232
2023-10-12 17:14:00,https://www.wsj.com/world/middle-east/hamas-militants-had-detailed-maps-of-israeli-towns-military-bases-and-infiltration-routes-7fa62b05?page=20,"Hamas Militants Had Detailed Maps of Israeli Towns, Military Bases and Infiltration Routes",WSJ,news_10,0.7038499583226447
2023-10-12 12:29:00,https://www.wsj.com/articles/a-middle-east-wake-up-call-f0fb0cdb?page=20,Opinion: Hamas’s Atrocities Are a Middle East Wake-Up Call,WSJ,news_10,0.8502620405930222
2023-10-12 12:26:00,https://www.wsj.com/articles/my-son-is-an-american-captive-of-hamas-bdec2511?page=20,Opinion: My Son Is an American Captive of Hamas,WSJ,news_10,0.6964071022647141
2023-10-12 09:45:00,https://www.wsj.com/world/middle-east/hamas-invasion-rewrites-rules-in-middle-east-1aeabbd4?page=20,Hamas Invasion Rewrites the Rules in the Middle East,WSJ,news_10,0.7108228545318331
2023-10-11 20:53:00,https://www.wsj.com/world/middle-east/u-s-looks-at-risks-of-deeper-involvement-with-israels-war-on-hamas-eaf00b73?page=20,U.S. Looks at Risks of Deeper Involvement With Israel’s War on Hamas,WSJ,news_10,0.8132895708869899
2023-10-11 20:03:00,https://www.wsj.com/world/middle-east/iran-knew-hamas-was-planning-attacks-but-not-timing-or-scale-u-s-says-d8c669f1?page=20,"Iran Knew Hamas Was Planning Attacks, but Not Timing or Scale, U.S. Says",WSJ,news_10,0.7764068977344332
2023-10-11 18:19:00,https://www.wsj.com/articles/ali-baraka-hamas-russia-today-interview-gaza-israel-59dffb69?page=20,Opinion: Hamas Explains How They Did It,WSJ,news_10,0.8029564090620412
2023-10-11 17:57:00,https://www.wsj.com/us-news/israel-hamas-attack-us-backlash-ff5f25e8?page=20,Blaming Israel for Hamas Attacks Sparks Backlash Across U.S.,WSJ,news_10,0.8074816940806975
2023-10-11 14:09:00,https://www.wsj.com/articles/the-moral-duty-to-destroy-hamas-ba626a41?page=21,Opinion: The Moral Duty to Destroy Hamas,WSJ,news_10,0.8072107069241182
2023-10-11 14:04:00,https://www.wsj.com/articles/indias-left-equivocates-about-hamas-atrocities-in-israel-b9078e1e?page=21,Opinion: India’s Congress Party Equivocates About Hamas’s Atrocities,WSJ,news_10,0.6864056341897917
2023-10-11 07:08:00,https://www.wsj.com/world/middle-east/israels-prime-target-is-secretive-hamas-commander-1a3e5215?page=21,Secretive Hamas Commander Known as ‘The Guest’ Is Israel’s Prime Target,WSJ,news_10,0.8244794606755916
2023-10-10 18:34:00,https://www.wsj.com/articles/american-casualties-hostages-hamas-gaza-israel-president-biden-8ab36817?page=21,Opinion: Hamas’s American Casualties,WSJ,news_10,0.8218291803516042
2023-10-10 17:00:00,https://www.wsj.com/world/middle-east/israel-sought-to-contain-hamas-for-years-now-it-faces-a-potentially-costly-fight-to-eliminate-it-aee9f211?page=21,Israel Sought to Contain Hamas for Years. Now It Faces a Potentially Costly Fight to Eliminate It.,WSJ,news_10,0.8080247973401702
2023-10-10 15:34:00,https://www.wsj.com/world/middle-east/militants-behind-israel-attack-raised-millions-in-crypto-b9134b7a?page=21,Hamas Militants Behind Israel Attack Raised Millions in Crypto,WSJ,news_10,0.7023501120947082
2023-10-10 13:03:00,https://www.wsj.com/articles/hamas-attacks-mean-beginning-of-the-end-for-netanyahu-338ab9c4?page=22,Opinion: Hamas Attacks Are the Beginning of the End for Netanyahu,WSJ,news_10,0.8572493303821134
2023-10-09 14:35:00,https://www.wsj.com/articles/hamas-barbaric-attack-and-new-world-disorder-under-biden-60af6d69?page=22,Opinion: Hamas’s Barbaric Attack and the New World Disorder,WSJ,news_10,0.8193536236824471
2023-10-08 22:00:00,https://www.wsj.com/world/middle-east/israel-strikes-hamas-and-hezbollah-sites-hunts-intruders-in-the-south-f8f40203?page=22,Israel Works to Expel Hamas Intruders and Secure Border,WSJ,news_10,0.8092013053287521
2023-10-08 18:20:00,https://www.wsj.com/articles/israels-opportunity-to-destroy-hamas-gaza-attacks-biden-5b942e18?page=22,Opinion: Israel’s Opportunity to Destroy Hamas,WSJ,news_10,0.8320486426463997
2023-10-08 02:04:00,https://www.wsj.com/world/middle-east/barrage-of-rockets-fired-at-israel-from-gaza-strip-d5b2f05f?page=23,Israel Declares War on Hamas After Surprise Assault From Gaza,WSJ,news_10,0.8247616937275039
2023-10-19 00:00:00,/live/2023/10/20/world/israel-hamas-war-gaza-news/a-hamas-leader-says-not-all-of-the-israeli-hostages-are-being-held-by-his-group?searchResultPosition=2,A Hamas leader says not all of the Israeli hostages are being held by his group.,NYTimes,news_10,0.6066527171677119
2023-10-19 00:00:00,/2023/10/18/world/middleeast/israel-hamas-hostages-gaza-invasion.html?searchResultPosition=49,Families of Hamas Hostages Split on Invasion of Gaza,NYTimes,news_10,0.7455551615804153
2023-10-18 00:00:00,/live/2023/10/18/world/israel-hamas-war-biden-gaza/the-us-imposes-new-sanctions-on-hamas-and-its-investments?searchResultPosition=87,The U.S. imposes new sanctions on Hamas and its investments.,NYTimes,news_10,0.7106633556937213
2023-10-18 00:00:00,/2023/10/18/opinion/ezra-klein-podcast-israel-palestine.html?searchResultPosition=102,Israel Is Giving Hamas What It Wants,NYTimes,news_10,0.861362231014564
2023-10-18 00:00:00,/2023/10/18/technology/hamas-social-media-accounts.html?searchResultPosition=103,Hamas Is Barred From Social Media. Its Messages Are Still Spreading.,NYTimes,news_10,0.6318144546258043
2023-10-17 00:00:00,/2023/10/17/world/middleeast/islamic-jihad-gaza-hospital-israel.html?searchResultPosition=117,"Islamic Jihad, the group Israel blamed for the hospital blast, is an armed group often aligned with Hamas.",NYTimes,news_10,0.6696968943583519
2023-10-17 00:00:00,/live/2023/10/18/world/israel-hamas-war-biden-gaza/a-top-hamas-commander-described-as-its-head-of-military-intelligence-is-killed-in-an-israeli-strike?searchResultPosition=127,A top Hamas commander described as its head of military intelligence is killed in an Israeli strike.,NYTimes,news_10,0.5256357971089161
2023-10-17 00:00:00,/2023/10/17/technology/hamas-hostages-social-media.html?searchResultPosition=138,Hamas Hijacked Victims’ Social Media Accounts to Spread Terror,NYTimes,news_10,0.5714983844553583
2023-10-16 00:00:00,/2023/10/16/us/politics/israel-hezbollah-us-gaza-hamas.html?searchResultPosition=172,U.S. and Israel Focus on Hezbollah’s Next Move After Hamas Attack,NYTimes,news_10,0.7811628967797138
2023-10-16 00:00:00,/2023/10/16/world/middleeast/hamas-leader-yehya-sinwar-gaza-israel.html?searchResultPosition=183,"Yahya Sinwar, Hamas’s Leader in Gaza, Is at the Top of Israel’s Target List",NYTimes,news_10,0.7376147206850749
2023-10-15 00:00:00,/2023/10/15/business/harvard-upenn-hamas-israel-students-donors.html?searchResultPosition=207,"Warning of ‘Grave’ Errors, Powerful Donors Push Universities on Hamas",NYTimes,news_10,0.7087368915658941
2023-10-15 00:00:00,/2023/10/15/world/middleeast/threats-jewish-muslim-americans-israel-attack.html?searchResultPosition=208,F.B.I. Tracks Increased Threats to Jews and Muslims After Hamas Attack,NYTimes,news_10,0.6940836165127781
2023-10-15 00:00:00,/live/2023/10/15/world/israel-news-hamas-war-gaza/israel-is-preparing-to-invade-gaza-with-the-goal-of-eliminating-hamass-leadership?searchResultPosition=228,Israel is preparing to invade Gaza with the goal of eliminating Hamas’s leadership.,NYTimes,news_10,0.7821461185634675
2023-10-15 00:00:00,/video/world/middleeast/100000009131432/israel-hamas-kibbutz-massacre-survivors.html?searchResultPosition=231,‘A Day of Horror:’ Kibbutz Massacre Survivors Recount Hamas Attack,NYTimes,news_10,0.7504412545276502
2023-10-15 00:00:00,/2023/10/15/opinion/columnists/hamas-war-israel-gaza.html?searchResultPosition=236,Hamas Bears the Blame for Every Death in This War,NYTimes,news_10,0.6512108082560804
2023-10-14 00:00:00,/2023/10/14/world/middleeast/israel-gaza-invasion.html?searchResultPosition=240,Israeli Invasion Plans Target Gaza City and Hamas Leadership,NYTimes,news_10,0.8179824741339087
2023-10-14 00:00:00,/live/2023/10/14/world/israel-news-hamas-war-gaza/hamas-base-israel-threat?searchResultPosition=249,"Israel knew a nearby Hamas base posed a threat, but it expanded anyway.",NYTimes,news_10,0.6810105033837491
2023-10-13 00:00:00,/2023/10/13/world/middleeast/hamas-israel-attack-gaza.html?searchResultPosition=281,The Secrets Hamas Knew About Israel’s Military,NYTimes,news_10,0.8318789460895735
2023-10-13 00:00:00,/2023/10/13/world/middleeast/israel-hamas-war-mideast.html?searchResultPosition=296,Israel-Hamas War Threatens Wider Unrest and Crushes Hopes for Calmer Mideast,NYTimes,news_10,0.7529457151577688
2023-10-13 00:00:00,/2023/10/13/world/middleeast/us-israel-hamas-protests-security.html?searchResultPosition=302,U.S. Cities Bolster Security After Hamas Calls for Day of Protest,NYTimes,news_10,0.7112208005736842
2023-10-13 00:00:00,/2023/10/13/world/middleeast/arab-israeli-hamas-attacks.html?searchResultPosition=308,Arab Citizens of Israel Were Not Spared in the Hamas-Led Massacres,NYTimes,news_10,0.7834148965473469
2023-10-13 00:00:00,/live/2023/10/13/world/israel-news-gaza-hamas-war/the-hamas-attack-on-israel-brings-new-scrutiny-of-the-groups-ties-to-iran?searchResultPosition=310,The Hamas attack on Israel brings new scrutiny of the group’s ties to Iran.,NYTimes,news_10,0.7679268179285393
2023-10-13 00:00:00,/2023/10/13/world/middleeast/hamas-iran-israel-attack.html?searchResultPosition=318,Hamas Attack on Israel Brings New Scrutiny of Group’s Ties to Iran,NYTimes,news_10,0.7759262780747588
2023-10-13 00:00:00,/live/2023/10/13/world/israel-news-gaza-hamas-war/mahmoud-abbas-leader-of-the-palestinian-authority-has-not-condemned-the-hamas-led-massacre?searchResultPosition=321,"Mahmoud Abbas, leader of the Palestinian Authority, has not condemned the Hamas-led massacre.",NYTimes,news_10,0.5759219916753654
2023-10-13 00:00:00,/2023/10/13/world/middleeast/israel-volunteer-unity.html?searchResultPosition=326,‘United Because of This Disaster’: Israelis Rush to Volunteer After Hamas Attacks,NYTimes,news_10,0.8220319303185719
2023-10-13 00:00:00,/2023/10/12/world/middleeast/hamas-israel-protests-national-security.html?searchResultPosition=331,"No Immediate Threat to U.S. Security Amid Hamas Call for Protests, Officials Say",NYTimes,news_10,0.7235750139885774
2023-10-12 00:00:00,/2023/10/12/opinion/letters/students-israel-hamas.html?searchResultPosition=345,Thousands Speak Out: ‘We as Students Are Sickened by the Actions of Hamas’,NYTimes,news_10,0.7771024237874782
2023-10-12 00:00:00,/2023/10/12/opinion/israel-hamas-isis-gaza.html?searchResultPosition=349,What It Would Mean to Treat Hamas Like ISIS,NYTimes,news_10,0.8200645266807118
2023-10-12 00:00:00,/2023/10/12/opinion/israel-gaza-hamas-victims.html?searchResultPosition=362,The Victims in the Israel-Hamas War,NYTimes,news_10,0.7930812869191569
2023-10-12 00:00:00,/2023/10/12/world/middleeast/general-ziv-hamas-israel.html?searchResultPosition=381,The Retired Israeli General Who Grabbed His Pistol and Took On Hamas,NYTimes,news_10,0.6730509204293973
2023-10-12 00:00:00,/video/world/middleeast/100000009128445/israel-rave-massacre.html?searchResultPosition=386,‘I Feel Guilty’: Retired Israeli General Visits Site of Hamas Attacks,NYTimes,news_10,0.783561698778029
2023-10-11 00:00:00,/2023/10/11/world/middleeast/hamas-israel-goals.html?searchResultPosition=394,"For Hamas, Shattering Israel’s Sense of Security Is a Major Goal",NYTimes,news_10,0.8294486031152598
2023-10-11 00:00:00,/2023/10/11/world/middleeast/israel-hamas-gaza-unity-government.html?searchResultPosition=397,Israel Forms Unity Government and Bombs Gaza in the Wake of Hamas Attack,NYTimes,news_10,0.7421243507946527
2023-10-11 00:00:00,/2023/10/11/opinion/israel-hamas-gaza.html?searchResultPosition=402,How the Left Is Reacting to the Hamas Atrocities,NYTimes,news_10,0.7276727394201562
2023-10-11 00:00:00,/2023/10/11/us/politics/iran-israel-gaza-hamas-us-intelligence.html?searchResultPosition=409,"Early Intelligence Shows Hamas Attack Surprised Iranian Leaders, U.S. Says",NYTimes,news_10,0.7509729712140769
2023-10-11 00:00:00,/live/2023/10/11/world/israel-news-hamas-war/israel-has-been-trying-to-hammer-out-a-unity-government-to-steer-its-war-against-hamas?searchResultPosition=412,Israel has been trying to hammer out a unity government to steer its war against Hamas.,NYTimes,news_10,0.7070696860646983
2023-10-11 00:00:00,/live/2023/10/11/world/israel-news-hamas-war/the-daily-explores-how-the-attacks-have-changed-israels-calculus-on-hamas?searchResultPosition=413,‘The Daily’ explores how the attacks have changed Israel’s calculus on Hamas.,NYTimes,news_10,0.7653092652885686
2023-10-11 00:00:00,/2023/10/11/briefing/isreal-hamas-hostages.html?searchResultPosition=417,Hamas’s Hostages,NYTimes,news_10,0.6546520844992181
2023-10-11 00:00:00,/2023/10/11/podcasts/the-daily/israel-hamas.html?searchResultPosition=420,Israel’s Plan to Destroy Hamas,NYTimes,news_10,0.8086933830632596
2023-10-11 00:00:00,/2023/10/10/world/middleeast/israel-gaza-security-failure.html?searchResultPosition=430,How Israel’s Feared Security Services Failed to Stop Hamas’s Attack,NYTimes,news_10,0.7975489175589324
2023-10-10 00:00:00,/2023/10/10/us/harvard-israel-gaza-hamas-reaction.html?searchResultPosition=432,"At Harvard, a Battle Over What Should Be Said About the Hamas Attacks",NYTimes,news_10,0.799057032946961
2023-10-10 00:00:00,/2023/10/10/world/middleeast/israel-gaza-war-hamas-deaths-killings.html?searchResultPosition=433,Hamas Leaves Trail of Terror in Israel,NYTimes,news_10,0.8003765840382738
2023-10-10 00:00:00,/live/2023/10/10/world/israel-hamas-war-gaza/us-intelligence-agencies-say-they-have-found-no-direct-involvement-from-iran-in-hamas-attacks?searchResultPosition=436,U.S. intelligence agencies say they have found no direct involvement from Iran in Hamas attacks.,NYTimes,news_10,0.5344324322112598
2023-10-10 00:00:00,/2023/10/10/world/middleeast/hamas-israel-attack-gaza.html?searchResultPosition=445,How Hamas Attacked Israel’s Communications Towers,NYTimes,news_10,0.7831816749872567
2023-10-10 00:00:00,/live/2023/10/10/world/israel-hamas-war-gaza/israel-says-it-killed-1500-palestinian-fighters-but-hamas-has-many-more-in-its-ranks?searchResultPosition=465,"Israel says it killed 1,500 Palestinian fighters, but Hamas has many more in its ranks.",NYTimes,news_10,0.6706636587063529
2023-10-10 00:00:00,/2023/10/10/podcasts/headlines-nyt-audio-app.html?searchResultPosition=473,"Israel Orders Gaza ‘Siege,’ Hamas Threatens to Kill Hostages, and More",NYTimes,news_10,0.8706724013016194
2023-10-10 00:00:00,/2023/10/10/arts/television/late-night-hamas-israel.html?searchResultPosition=480,Late Night Hosts Address the Hamas Attacks on Israel,NYTimes,news_10,0.7633175979708366
2023-10-09 00:00:00,/2023/10/09/world/middleeast/us-citizens-killed-israel-hamas-captive.html?searchResultPosition=485,"At least 11 U.S. citizens were killed in Israel, Biden says, and others may be captives of Hamas.",NYTimes,news_10,0.7112918467567269
2023-10-09 00:00:00,/2023/10/09/world/middleeast/hamas-hostages-israel-gaza.html?searchResultPosition=497,‘I Just Hope That They Are Alive’: How Hamas Abducted 150 Israelis,NYTimes,news_10,0.8070246397266283
